Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Outcome Date,Outcome Type,days_stayed
BRN TABBY,,Neutered,3/31/13,10,3/31/18,FRACTIOUS,STRAY,FIELD,4/6/18,"SHELTER, NEUTER, RETURN",6
BLACK,,Spayed,3/31/17,6,3/31/18,FRACTIOUS,STRAY,OTC,4/7/18,"SHELTER, NEUTER, RETURN",7
GRAY,WHITE,Neutered,2/22/14,9,2/22/18,FRACTIOUS,STRAY,TRAP,3/3/18,"SHELTER, NEUTER, RETURN",9
BLACK,,Spayed,4/10/17,6,4/10/19,FRACTIOUS,STRAY,OTC,4/16/19,"SHELTER, NEUTER, RETURN",6
GRAY TABBY,,Neutered,4/4/11,12,4/4/18,FRACTIOUS,STRAY,OTC,4/7/18,"SHELTER, NEUTER, RETURN",3
GRAY TABBY,,Spayed,10/19/18,5,4/19/19,FRACTIOUS,STRAY,OTC,4/27/19,"SHELTER, NEUTER, RETURN",8
SEAL PT,,Neutered,3/4/12,11,4/5/18,NORMAL,STRAY,TRAP,4/7/18,"SHELTER, NEUTER, RETURN",2
CALICO,,Spayed,4/20/16,7,4/20/19,NORMAL,STRAY,TRAP,4/26/19,"SHELTER, NEUTER, RETURN",6
BRN TABBY,,Neutered,4/11/13,10,4/11/18,NORMAL,STRAY,FIELD,4/18/18,"SHELTER, NEUTER, RETURN",7
ORANGE,WHITE,Neutered,4/20/15,8,4/20/18,FRACTIOUS,STRAY,TRAP,4/24/18,"SHELTER, NEUTER, RETURN",4
GRAY,WHITE,Neutered,4/20/17,6,4/20/18,INJURED  MILD,STRAY,FIELD,4/28/18,"SHELTER, NEUTER, RETURN",8
GRAY TABBY,WHITE,Spayed,5/9/17,6,5/9/19,FRACTIOUS,STRAY,OTC,6/15/19,"SHELTER, NEUTER, RETURN",37
BLACK,WHITE,Neutered,11/16/12,10,4/21/18,FRACTIOUS,STRAY,FIELD,5/3/18,"SHELTER, NEUTER, RETURN",12
CALICO,,Spayed,3/14/18,5,3/14/19,FRACTIOUS,STRAY,OTC,3/22/19,"SHELTER, NEUTER, RETURN",8
GRAY,WHITE,Spayed,3/14/18,5,3/14/19,FRACTIOUS,STRAY,TRAP,3/27/19,"SHELTER, NEUTER, RETURN",13
GRAY,WHITE,Spayed,3/15/17,6,3/15/19,NORMAL,STRAY,FIELD,3/26/19,"SHELTER, NEUTER, RETURN",11
BLACK,WHITE,Neutered,,,4/30/19,FRACTIOUS,STRAY,FIELD,5/7/19,"SHELTER, NEUTER, RETURN",7
WHITE,BLACK,Neutered,5/1/15,8,5/1/19,FRACTIOUS,STRAY,FIELD,5/6/19,"SHELTER, NEUTER, RETURN",5
GRAY TIGER,,Spayed,4/11/18,5,4/11/19,FRACTIOUS,STRAY,FIELD,4/30/19,"SHELTER, NEUTER, RETURN",19
BRN TABBY,TORTIE,Spayed,5/2/16,7,5/2/19,FRACTIOUS,STRAY,OTC,5/9/19,"SHELTER, NEUTER, RETURN",7
ORANGE,WHITE,Neutered,,,5/3/19,FRACTIOUS,STRAY,FIELD,5/8/19,"SHELTER, NEUTER, RETURN",5
BLACK,WHITE,Neutered,4/27/15,8,4/27/18,NORMAL,STRAY,TRAP,5/4/18,"SHELTER, NEUTER, RETURN",7
WHITE,BLACK,Neutered,4/28/14,9,4/28/18,NORMAL,STRAY,TRAP,5/13/18,"SHELTER, NEUTER, RETURN",15
BLACK,WHITE,Spayed,5/9/18,5,5/9/19,FRACTIOUS,STRAY,OTC,5/21/19,"SHELTER, NEUTER, RETURN",12
BRN TABBY,,Spayed,7/6/11,12,5/5/18,FRACTIOUS,STRAY,FIELD,5/9/18,"SHELTER, NEUTER, RETURN",4
ORG TABBY,,Neutered,5/6/15,8,5/6/18,NORMAL,STRAY,TRAP,5/17/18,"SHELTER, NEUTER, RETURN",11
BRN TABBY,WHITE,Spayed,5/9/17,6,5/9/18,FRACTIOUS,STRAY,OTC,5/22/18,"SHELTER, NEUTER, RETURN",13
ORANGE,WHITE,Neutered,10/7/16,7,5/9/18,NORMAL,STRAY,TRAP,6/13/18,"SHELTER, NEUTER, RETURN",35
GRAY,,Neutered,5/18/17,6,5/18/19,FRACTIOUS,STRAY,OTC,6/4/19,"SHELTER, NEUTER, RETURN",17
GRAY,,Neutered,5/10/15,8,5/10/18,ILL MILD,STRAY,TRAP,5/17/18,"SHELTER, NEUTER, RETURN",7
ORG TABBY,,Neutered,5/18/14,9,5/18/19,FRACTIOUS,STRAY,FIELD,5/21/19,"SHELTER, NEUTER, RETURN",3
GRAY TABBY,,Neutered,5/18/16,7,5/18/19,FRACTIOUS,STRAY,OTC,6/1/19,"SHELTER, NEUTER, RETURN",14
WHITE,,Spayed,4/26/17,6,4/26/19,FRACTIOUS,STRAY,OTC,6/4/19,"SHELTER, NEUTER, RETURN",39
BLACK,WHITE,Neutered,5/21/18,5,5/21/19,ILL SEVERE,STRAY,FIELD,6/6/19,"SHELTER, NEUTER, RETURN",16
WHITE,BLACK,Neutered,5/22/17,6,5/22/19,NORMAL,STRAY,OTC,6/6/19,"SHELTER, NEUTER, RETURN",15
GRAY,WHITE,Neutered,4/27/16,7,4/27/19,FRACTIOUS,STRAY,TRAP,5/7/19,"SHELTER, NEUTER, RETURN",10
BLACK,,Spayed,5/15/17,6,5/15/18,NORMAL,STRAY,TRAP,6/12/18,"SHELTER, NEUTER, RETURN",28
BRN TABBY,WHITE,Spayed,5/16/13,10,5/16/18,FRACTIOUS,STRAY,TRAP,5/31/18,"SHELTER, NEUTER, RETURN",15
ORG TABBY,,Neutered,5/24/16,7,5/24/19,NORMAL,STRAY,TRAP,6/4/19,"SHELTER, NEUTER, RETURN",11
TORTIE,,Spayed,,,5/17/18,FRACTIOUS,STRAY,FIELD,5/31/18,"SHELTER, NEUTER, RETURN",14
GRAY,WHITE,Neutered,,,5/25/18,FRACTIOUS,STRAY,TRAP,6/15/18,"SHELTER, NEUTER, RETURN",21
GRAY,,Spayed,5/29/15,8,5/29/19,FRACTIOUS,STRAY,TRAP,6/14/19,"SHELTER, NEUTER, RETURN",16
BRN TABBY,,Spayed,5/26/15,8,5/26/18,NORMAL,STRAY,TRAP,6/6/18,"SHELTER, NEUTER, RETURN",11
GRAY,WHITE,Spayed,5/26/13,10,5/26/18,NORMAL,STRAY,OTC,8/7/18,"SHELTER, NEUTER, RETURN",73
ORG TABBY,WHITE,Neutered,5/25/15,8,5/25/19,FRACTIOUS,STRAY,OTC,6/4/19,"SHELTER, NEUTER, RETURN",10
BLACK,WHITE,Neutered,5/26/16,7,5/26/18,FRACTIOUS,STRAY,TRAP,6/12/18,"SHELTER, NEUTER, RETURN",17
BLACK,,Spayed,5/25/17,6,5/25/19,FRACTIOUS,STRAY,OTC,6/4/19,"SHELTER, NEUTER, RETURN",10
BLACK,,Spayed,5/25/17,6,5/25/19,NORMAL,STRAY,OTC,7/9/19,"SHELTER, NEUTER, RETURN",45
WHITE,,Spayed,5/27/17,6,5/27/18,NORMAL,STRAY,TRAP,6/20/18,"SHELTER, NEUTER, RETURN",24
BRN TABBY,,Spayed,5/3/14,9,5/3/18,FRACTIOUS,STRAY,TRAP,5/22/18,"SHELTER, NEUTER, RETURN",19
GRAY,,Spayed,5/30/16,7,5/30/19,NORMAL,STRAY,TRAP,6/21/19,"SHELTER, NEUTER, RETURN",22
CALICO TAB,,Spayed,5/30/16,7,5/30/19,NORMAL,STRAY,TRAP,7/11/19,"SHELTER, NEUTER, RETURN",42
BLACK,,Neutered,5/29/14,9,5/29/18,FRACTIOUS,STRAY,FIELD,7/17/18,"SHELTER, NEUTER, RETURN",49
GRAY,WHITE,Neutered,3/30/18,5,5/30/18,FRACTIOUS,STRAY,TRAP,6/29/18,"SHELTER, NEUTER, RETURN",30
BRN TABBY,WHITE,Neutered,5/29/15,8,5/29/19,NORMAL,STRAY,OTC,6/6/19,"SHELTER, NEUTER, RETURN",8
BRN TABBY,WHITE,Spayed,5/29/15,8,5/29/19,FRACTIOUS,STRAY,OTC,6/6/19,"SHELTER, NEUTER, RETURN",8
BROWN,,Spayed,5/31/17,6,5/31/19,NORMAL,STRAY,TRAP,6/13/19,"SHELTER, NEUTER, RETURN",13
BLACK,WHITE,Spayed,6/3/15,8,6/3/19,FRACTIOUS,STRAY,FIELD,6/23/19,"SHELTER, NEUTER, RETURN",20
BLACK,WHITE,Spayed,6/2/16,7,6/2/18,NORMAL,STRAY,TRAP,6/12/18,"SHELTER, NEUTER, RETURN",10
BRN TABBY,,Neutered,2/26/19,4,6/13/19,FRACTIOUS,STRAY,OTC,7/11/19,"SHELTER, NEUTER, RETURN",28
BLACK,,Spayed,2/26/19,4,6/13/19,FRACTIOUS,STRAY,OTC,7/11/19,"SHELTER, NEUTER, RETURN",28
BLACK,BROWN,Neutered,6/9/16,7,6/9/19,NORMAL,STRAY,OTC,7/18/19,"SHELTER, NEUTER, RETURN",39
ORG TABBY,,Neutered,6/8/15,8,6/8/18,NORMAL,STRAY,OTC,6/20/18,"SHELTER, NEUTER, RETURN",12
BRN TABBY,,Neutered,6/9/16,7,6/9/18,NORMAL,STRAY,OTC,6/28/18,"SHELTER, NEUTER, RETURN",19
GRAY TABBY,WHITE,Neutered,6/22/09,14,6/15/19,NORMAL,STRAY,OTC,7/11/19,"SHELTER, NEUTER, RETURN",26
BRN TABBY,WHITE,Spayed,6/12/17,6,6/12/19,FRACTIOUS,STRAY,TRAP,7/5/19,"SHELTER, NEUTER, RETURN",23
GRAY,WHITE,Spayed,6/14/17,6,6/14/18,NORMAL,STRAY,TRAP,6/26/18,"SHELTER, NEUTER, RETURN",12
BLACK,,Spayed,6/14/17,6,6/14/18,NORMAL,STRAY,TRAP,6/23/18,"SHELTER, NEUTER, RETURN",9
CRM TABBY,,Spayed,3/17/18,5,6/17/18,NORMAL,STRAY,OTC,7/28/18,"SHELTER, NEUTER, RETURN",41
GRAY TABBY,WHITE,Spayed,6/17/15,8,6/17/18,NORMAL,STRAY,OTC,7/17/18,"SHELTER, NEUTER, RETURN",30
WHITE,BRN TABBY,Spayed,1/21/18,5,6/21/18,NORMAL,STRAY,OTC,7/13/18,"SHELTER, NEUTER, RETURN",22
BRN TABBY,,Spayed,6/19/18,5,6/19/19,FRACTIOUS,STRAY,OTC,7/5/19,"SHELTER, NEUTER, RETURN",16
BRN TABBY,,Spayed,6/19/18,5,6/19/19,FRACTIOUS,STRAY,OTC,7/10/19,"SHELTER, NEUTER, RETURN",21
BLACK,WHITE,Spayed,6/22/17,6,6/22/18,FRACTIOUS,STRAY,OTC,7/17/18,"SHELTER, NEUTER, RETURN",25
ORG TABBY,WHITE,Neutered,6/18/14,9,6/18/18,FRACTIOUS,STRAY,TRAP,6/28/18,"SHELTER, NEUTER, RETURN",10
GRAY,WHITE,Spayed,6/23/17,6,6/23/19,FRACTIOUS,STRAY,OTC,7/12/19,"SHELTER, NEUTER, RETURN",19
ORG TABBY,,Neutered,2/22/18,5,6/22/18,NORMAL,STRAY,OTC,7/28/18,"SHELTER, NEUTER, RETURN",36
GRAY TABBY,WHITE,Spayed,6/22/16,7,6/22/18,NORMAL,STRAY,OTC,7/13/18,"SHELTER, NEUTER, RETURN",21
ORANGE,WHITE,Neutered,6/20/16,7,6/20/19,FRACTIOUS,STRAY,TRAP,7/2/19,"SHELTER, NEUTER, RETURN",12
WHITE,GRAY,Neutered,6/20/17,6,6/20/19,NORMAL,STRAY,FIELD,7/17/19,"SHELTER, NEUTER, RETURN",27
BRN TABBY,,Neutered,2/11/13,10,7/3/18,FRACTIOUS,STRAY,FIELD,7/7/18,"SHELTER, NEUTER, RETURN",4
BLACK,,Neutered,6/22/15,8,6/22/19,NORMAL,STRAY,OTC,7/17/19,"SHELTER, NEUTER, RETURN",25
BLACK,,Spayed,2/27/19,4,6/27/19,NORMAL,STRAY,OTC,7/31/19,"SHELTER, NEUTER, RETURN",34
BLACK,,Spayed,6/28/16,7,6/28/18,NORMAL,STRAY,OTC,8/24/18,"SHELTER, NEUTER, RETURN",57
ORG TABBY,,Neutered,6/29/15,8,6/29/18,FRACTIOUS,STRAY,OTC,7/6/18,"SHELTER, NEUTER, RETURN",7
BLACK,WHITE,Spayed,6/29/16,7,6/29/18,NORMAL,STRAY,TRAP,7/24/18,"SHELTER, NEUTER, RETURN",25
BLACK,,Neutered,6/30/17,6,6/30/18,FRACTIOUS,STRAY,OTC,7/17/18,"SHELTER, NEUTER, RETURN",17
BRN TABBY,WHITE,Spayed,7/3/16,7,7/3/19,NORMAL,STRAY,TRAP,7/11/19,"SHELTER, NEUTER, RETURN",8
ORG TABBY,,Spayed,7/3/17,6,7/3/19,NORMAL,STRAY,OTC,7/10/19,"SHELTER, NEUTER, RETURN",7
BLACK,WHITE,Neutered,,,7/1/19,FRACTIOUS,STRAY,TRAP,7/19/19,"SHELTER, NEUTER, RETURN",18
BRN TABBY,,Spayed,7/5/18,5,7/5/19,FRACTIOUS,STRAY,OTC,7/31/19,"SHELTER, NEUTER, RETURN",26
BRN TABBY,,Spayed,7/18/16,7,7/18/18,NORMAL,STRAY,OTC,7/25/18,"SHELTER, NEUTER, RETURN",7
BLACK,WHITE,Neutered,1/18/18,5,7/18/18,NORMAL,STRAY,OTC,7/25/18,"SHELTER, NEUTER, RETURN",7
BLACK,,Spayed,7/6/17,6,7/6/19,NORMAL,STRAY,OTC,9/27/19,"SHELTER, NEUTER, RETURN",83
BRN TABBY,,Spayed,7/9/18,5,7/9/19,NORMAL,STRAY,FIELD,8/14/19,"SHELTER, NEUTER, RETURN",36
ORG TABBY,,Unknown,7/11/15,8,7/11/19,NORMAL,STRAY,OTC,7/19/19,"SHELTER, NEUTER, RETURN",8
GRAY,,Spayed,7/20/17,6,7/20/18,NORMAL,STRAY,TRAP,8/2/18,"SHELTER, NEUTER, RETURN",13
WHITE,,Spayed,7/18/18,5,7/18/19,NORMAL,STRAY,FIELD,7/31/19,"SHELTER, NEUTER, RETURN",13
BRN TABBY,WHITE,Spayed,5/11/18,5,7/11/18,NORMAL,STRAY,TRAP,8/1/18,"SHELTER, NEUTER, RETURN",21
BRN TABBY,WHITE,Neutered,,,7/19/19,FRACTIOUS,STRAY,FIELD,7/25/19,"SHELTER, NEUTER, RETURN",6
CALICO,,Spayed,7/11/17,6,7/11/18,FRACTIOUS,STRAY,FIELD,7/17/18,"SHELTER, NEUTER, RETURN",6
BLACK,,Neutered,7/13/16,7,7/13/19,FRACTIOUS,STRAY,OTC,7/31/19,"SHELTER, NEUTER, RETURN",18
BRN TABBY,WHITE,Neutered,7/14/15,8,7/14/19,NORMAL,STRAY,TRAP,7/25/19,"SHELTER, NEUTER, RETURN",11
BRN TABBY,,Unknown,7/21/16,7,7/21/19,NORMAL,STRAY,OTC,8/8/19,"SHELTER, NEUTER, RETURN",18
ORG TABBY,WHITE,Spayed,7/26/16,7,7/26/19,NORMAL,STRAY,OTC,7/31/19,"SHELTER, NEUTER, RETURN",5
GRAY,WHITE,Neutered,4/25/18,5,7/25/18,FRACTIOUS,STRAY,OTC,7/31/18,"SHELTER, NEUTER, RETURN",6
ORG TABBY,WHITE,Spayed,7/31/16,7,7/31/19,NORMAL,STRAY,OTC,8/10/19,"SHELTER, NEUTER, RETURN",10
BLACK,,Spayed,7/27/18,5,7/27/19,FRACTIOUS,STRAY,FIELD,8/8/19,"SHELTER, NEUTER, RETURN",12
TORTIE,,Spayed,7/30/16,7,7/30/18,NORMAL,STRAY,TRAP,7/31/18,"SHELTER, NEUTER, RETURN",1
BLACK,WHITE,Neutered,7/28/18,5,7/28/19,NORMAL,STRAY,FIELD,9/26/19,"SHELTER, NEUTER, RETURN",60
BLACK,WHITE,Spayed,12/1/18,4,8/1/19,NORMAL,STRAY,OTC,9/26/19,"SHELTER, NEUTER, RETURN",56
BLACK,,Spayed,8/1/17,6,8/1/18,NORMAL,STRAY,OTC,9/1/18,"SHELTER, NEUTER, RETURN",31
BLACK,WHITE,Spayed,8/2/16,7,8/2/19,NORMAL,STRAY,OTC,10/10/19,"SHELTER, NEUTER, RETURN",69
WHITE,BLACK,Neutered,7/6/14,9,7/6/18,NORMAL,QUARANTINE,,7/31/18,"SHELTER, NEUTER, RETURN",25
BRN TABBY,WHITE,Spayed,8/3/15,8,8/3/18,NORMAL,STRAY,OTC,8/14/18,"SHELTER, NEUTER, RETURN",11
BLACK,,Spayed,8/4/18,5,8/4/19,NORMAL,STRAY,TRAP,9/27/19,"SHELTER, NEUTER, RETURN",54
CALICO,,Spayed,7/8/16,7,7/8/18,NORMAL,STRAY,OTC,7/24/18,"SHELTER, NEUTER, RETURN",16
BROWN,WHITE,Spayed,8/9/15,8,8/9/18,NORMAL,STRAY,OTC,9/15/18,"SHELTER, NEUTER, RETURN",37
BLACK,,Spayed,4/14/19,4,8/14/19,FRACTIOUS,STRAY,FIELD,8/20/19,"SHELTER, NEUTER, RETURN",6
GRAY,,Spayed,11/14/15,7,8/14/19,FRACTIOUS,STRAY,FIELD,8/20/19,"SHELTER, NEUTER, RETURN",6
BLACK,,Neutered,7/13/16,7,8/11/18,FRACTIOUS,STRAY,OTC,8/14/18,"SHELTER, NEUTER, RETURN",3
BLACK,WHITE,Spayed,8/18/17,6,8/18/19,FRACTIOUS,STRAY,OTC,10/1/19,"SHELTER, NEUTER, RETURN",44
CALICO,,Spayed,5/15/18,5,8/15/18,FRACTIOUS,STRAY,FIELD,8/28/18,"SHELTER, NEUTER, RETURN",13
BLACK,,Spayed,5/15/18,5,8/15/18,FRACTIOUS,STRAY,FIELD,8/28/18,"SHELTER, NEUTER, RETURN",13
ORG TABBY,WHITE,Spayed,8/15/16,7,8/15/19,FRACTIOUS,STRAY,OTC,9/14/19,"SHELTER, NEUTER, RETURN",30
CALICO,,Spayed,5/21/19,4,8/21/19,NORMAL,STRAY,OTC,9/13/19,"SHELTER, NEUTER, RETURN",23
BRN TABBY,,Neutered,8/16/17,6,8/16/19,ILL MODERATETE,STRAY,FIELD,9/21/19,"SHELTER, NEUTER, RETURN",36
GRAY,,Unknown,8/16/18,5,8/16/19,FRACTIOUS,STRAY,TRAP,8/16/19,"SHELTER, NEUTER, RETURN",0
BROWN,BRN TABBY,Spayed,8/16/18,5,8/16/19,FRACTIOUS,STRAY,TRAP,9/14/19,"SHELTER, NEUTER, RETURN",29
BLACK,WHITE,Spayed,4/23/19,4,8/23/19,FRACTIOUS,STRAY,OTC,9/7/19,"SHELTER, NEUTER, RETURN",15
BLACK,WHITE,Spayed,8/18/17,6,8/18/18,FRACTIOUS,STRAY,TRAP,8/27/18,"SHELTER, NEUTER, RETURN",9
BLACK,WHITE,Neutered,8/22/18,5,8/22/19,FRACTIOUS,STRAY,OTC,9/6/19,"SHELTER, NEUTER, RETURN",15
BLACK,WHITE,Neutered,8/22/18,5,8/22/19,NORMAL,STRAY,OTC,9/19/19,"SHELTER, NEUTER, RETURN",28
BRN TABBY,WHITE,Spayed,2/22/18,5,8/22/18,FRACTIOUS,STRAY,FIELD,9/8/18,"SHELTER, NEUTER, RETURN",17
WHITE,ORANGE,Unknown,9/4/17,6,9/4/19,FRACTIOUS,STRAY,TRAP,9/4/19,"SHELTER, NEUTER, RETURN",0
BRN TABBY,WHITE,Spayed,5/11/19,4,8/11/19,NORMAL,STRAY,TRAP,8/29/19,"SHELTER, NEUTER, RETURN",18
BLACK,WHITE,Spayed,9/13/17,6,9/13/19,NORMAL,STRAY,TRAP,9/24/19,"SHELTER, NEUTER, RETURN",11
GRAY TABBY,,Spayed,4/1/18,5,9/1/18,NORMAL,STRAY,TRAP,9/11/18,"SHELTER, NEUTER, RETURN",10
ORG TABBY,,Neutered,9/1/17,6,9/1/18,FRACTIOUS,STRAY,OTC,9/11/18,"SHELTER, NEUTER, RETURN",10
BRN TABBY,,Spayed,9/5/16,7,9/5/19,NORMAL,STRAY,OTC,10/17/19,"SHELTER, NEUTER, RETURN",42
BLACK,WHITE,Spayed,,,9/18/19,NORMAL,STRAY,OTC,9/24/19,"SHELTER, NEUTER, RETURN",6
WHITE,ORANGE,Spayed,9/15/17,6,9/15/19,NORMAL,STRAY,OTC,9/19/19,"SHELTER, NEUTER, RETURN",4
BLACK,,Neutered,9/4/16,7,9/4/18,FRACTIOUS,STRAY,TRAP,9/15/18,"SHELTER, NEUTER, RETURN",11
BLACK,WHITE,Neutered,5/19/19,4,9/19/19,FRACTIOUS,STRAY,OTC,9/24/19,"SHELTER, NEUTER, RETURN",5
ORG TABBY,WHITE,Spayed,9/19/17,6,9/19/19,NORMAL,STRAY,FIELD,9/26/19,"SHELTER, NEUTER, RETURN",7
TORTIE DIL,WHITE,Spayed,6/12/18,5,9/12/18,FRACTIOUS,STRAY,FIELD,9/19/18,"SHELTER, NEUTER, RETURN",7
BLACK,WHITE,Neutered,9/21/12,11,9/13/18,FRACTIOUS,STRAY,OTC,9/26/18,"SHELTER, NEUTER, RETURN",13
CALICO,BLACK,Spayed,9/14/17,6,9/14/18,NORMAL,STRAY,OTC,9/22/18,"SHELTER, NEUTER, RETURN",8
ORG TABBY,,Spayed,9/15/15,8,9/15/18,NORMAL,STRAY,TRAP,9/18/18,"SHELTER, NEUTER, RETURN",3
ORG TABBY,,Neutered,5/18/19,4,9/27/19,NORMAL,STRAY,TRAP,10/19/19,"SHELTER, NEUTER, RETURN",22
BLACK,WHITE,Neutered,3/26/18,5,7/26/18,FRACTIOUS,STRAY,TRAP,8/13/18,"SHELTER, NEUTER, RETURN",18
BLACK,WHITE,Neutered,3/26/18,5,7/26/18,FRACTIOUS,STRAY,TRAP,8/14/18,"SHELTER, NEUTER, RETURN",19
BLACK,WHITE,Neutered,3/26/18,5,7/26/18,FRACTIOUS,STRAY,TRAP,8/13/18,"SHELTER, NEUTER, RETURN",18
BRN TABBY,,Spayed,11/29/18,4,9/29/19,NORMAL,STRAY,FIELD,10/8/19,"SHELTER, NEUTER, RETURN",9
GRAY,WHITE,Neutered,9/29/15,8,9/29/19,INJURED  SEVERE,STRAY,FIELD,11/21/19,"SHELTER, NEUTER, RETURN",53
BLACK,WHITE,Spayed,9/29/17,6,9/29/19,NORMAL,STRAY,OTC,10/8/19,"SHELTER, NEUTER, RETURN",9
GRAY,WHITE,Neutered,9/7/16,7,9/7/18,NORMAL,STRAY,OTC,10/3/18,"SHELTER, NEUTER, RETURN",26
SEAL PT,,Neutered,10/10/16,7,10/10/19,NORMAL,STRAY,OTC,10/16/19,"SHELTER, NEUTER, RETURN",6
BRN TABBY,,Spayed,6/11/19,4,10/11/19,NORMAL,STRAY,OTC,10/16/19,"SHELTER, NEUTER, RETURN",5
CALICO DIL,,Spayed,9/12/15,8,9/12/18,NORMAL,STRAY,OTC,10/3/18,"SHELTER, NEUTER, RETURN",21
WHITE,BLACK,Spayed,10/5/17,6,10/5/19,NORMAL,STRAY,OTC,11/14/19,"SHELTER, NEUTER, RETURN",40
GRAY,WHITE,Spayed,6/23/18,5,9/23/18,NORMAL,STRAY,TRAP,10/2/18,"SHELTER, NEUTER, RETURN",9
SEAL PT,,Spayed,9/14/16,7,9/26/18,NORMAL,STRAY,TRAP,10/12/18,"SHELTER, NEUTER, RETURN",16
BRN TABBY,WHITE,Spayed,8/20/19,4,10/19/19,NORMAL,RETURN,RTF,11/19/19,"SHELTER, NEUTER, RETURN",31
WHITE,,Neutered,10/15/10,13,10/15/19,NORMAL,STRAY,FIELD,10/19/19,"SHELTER, NEUTER, RETURN",4
ORG TABBY,WHITE,Neutered,,,10/4/18,FRACTIOUS,STRAY,TRAP,10/14/18,"SHELTER, NEUTER, RETURN",10
BLACK,WHITE,Spayed,6/26/19,4,10/26/19,NORMAL,STRAY,OTC,11/7/19,"SHELTER, NEUTER, RETURN",12
GRAY,,Spayed,6/4/18,5,10/4/18,FRACTIOUS,STRAY,TRAP,10/11/18,"SHELTER, NEUTER, RETURN",7
BLACK,,Neutered,10/4/17,6,10/4/18,FRACTIOUS,STRAY,FIELD,10/16/18,"SHELTER, NEUTER, RETURN",12
CALICO,,Spayed,6/7/19,4,11/7/19,NORMAL,STRAY,OTC,11/12/19,"SHELTER, NEUTER, RETURN",5
BRN TABBY,WHITE,Neutered,10/9/17,6,10/9/18,NORMAL,STRAY,OTC,10/19/18,"SHELTER, NEUTER, RETURN",10
ORG TABBY,,Neutered,10/10/12,11,10/10/18,NORMAL,STRAY,OTC,10/20/18,"SHELTER, NEUTER, RETURN",10
BRN TABBY,,Spayed,10/10/16,7,10/10/18,FRACTIOUS,STRAY,OTC,10/19/18,"SHELTER, NEUTER, RETURN",9
BRN TABBY,,Neutered,8/3/19,4,11/3/19,NORMAL,STRAY,OTC,11/14/19,"SHELTER, NEUTER, RETURN",11
BLACK,,Spayed,9/23/16,7,10/15/18,INJURED  MODERATE,STRAY,FIELD,10/20/18,"SHELTER, NEUTER, RETURN",5
LYNX PT,,Spayed,9/7/17,6,9/7/19,FRACTIOUS,STRAY,TRAP,10/3/19,"SHELTER, NEUTER, RETURN",26
GRAY,WHITE,Neutered,8/6/19,4,11/6/19,NORMAL,STRAY,TRAP,11/12/19,"SHELTER, NEUTER, RETURN",6
CALICO,,Spayed,,,11/6/19,NORMAL,STRAY,OTC,11/12/19,"SHELTER, NEUTER, RETURN",6
BLACK,WHITE,Spayed,8/7/19,4,11/7/19,NORMAL,STRAY,OTC,11/12/19,"SHELTER, NEUTER, RETURN",5
BLACK,WHITE,Spayed,11/16/17,5,11/16/19,NORMAL,STRAY,OTC,11/26/19,"SHELTER, NEUTER, RETURN",10
GRAY,WHITE,Spayed,9/30/17,6,10/18/18,FRACTIOUS,STRAY,TRAP,10/19/18,"SHELTER, NEUTER, RETURN",1
BRN TABBY,,Spayed,9/10/17,6,9/10/19,FRACTIOUS,STRAY,FIELD,10/22/19,"SHELTER, NEUTER, RETURN",42
BLACK,,Neutered,10/14/15,8,10/14/18,NORMAL,STRAY,TRAP,10/23/18,"SHELTER, NEUTER, RETURN",9
BRN TABBY,WHITE,Spayed,1/2/19,4,10/8/19,NORMAL,RETURN,RTF,11/21/19,"SHELTER, NEUTER, RETURN",44
BRN TABBY,WHITE,Spayed,7/15/19,4,11/30/19,NORMAL,STRAY,OTC,12/3/19,"SHELTER, NEUTER, RETURN",3
ORANGE,WHITE,Spayed,,,10/7/18,NORMAL,STRAY,TRAP,10/24/18,"SHELTER, NEUTER, RETURN",17
BLACK,WHITE,Spayed,11/23/16,6,11/23/19,NORMAL,STRAY,OTC,11/30/19,"SHELTER, NEUTER, RETURN",7
SNOWSHOE,WHITE,Spayed,12/4/17,5,12/4/19,NORMAL,STRAY,OTC,12/10/19,"SHELTER, NEUTER, RETURN",6
BROWN,BLACK,Spayed,12/6/17,5,12/4/19,NORMAL,STRAY,OTC,12/10/19,"SHELTER, NEUTER, RETURN",6
GRAY,WHITE,Neutered,10/27/15,8,10/27/18,ILL MILD,STRAY,OTC,12/12/18,"SHELTER, NEUTER, RETURN",46
BLACK,,Neutered,12/11/17,5,12/11/19,NORMAL,STRAY,OTC,12/18/19,"SHELTER, NEUTER, RETURN",7
WHITE,ORANGE,Neutered,12/18/12,10,12/18/19,NORMAL,STRAY,TRAP,12/28/19,"SHELTER, NEUTER, RETURN",10
BRN TABBY,WHITE,Spayed,10/30/16,6,10/30/18,INJURED  SEVERE,STRAY,FIELD,11/17/18,"SHELTER, NEUTER, RETURN",18
BLACK,WHITE,Neutered,11/7/15,7,11/7/18,FRACTIOUS,STRAY,OTC,11/17/18,"SHELTER, NEUTER, RETURN",10
BLACK,,Spayed,12/27/18,4,12/16/19,NORMAL,STRAY,FIELD,12/28/19,"SHELTER, NEUTER, RETURN",12
BLACK,,Neutered,12/28/13,9,12/28/19,FRACTIOUS,STRAY,FIELD,1/3/20,"SHELTER, NEUTER, RETURN",6
