Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed
GRAY TABBY,Neutered,5,3/28/21,NORMAL,STRAY,6
GRAY,Neutered,6,4/8/21,NORMAL,STRAY,6
TAN,Neutered,4,4/8/21,NORMAL,STRAY,6
GRAY,Neutered,4,4/10/21,NORMAL,OWNER SURRENDER,6
BRN TABBY,Spayed,3,4/10/21,NORMAL,OWNER SURRENDER,6
GRAY TABBY,Neutered,2,5/14/21,NORMAL,STRAY,6
BRN TABBY,Neutered,2,5/14/21,NORMAL,STRAY,6
BRN TABBY,Spayed,2,8/5/21,NORMAL,STRAY,6
LI LYNX PT,Spayed,2,8/5/21,NORMAL,STRAY,6
ORG TABBY,Neutered,2,8/5/21,NORMAL,STRAY,6
BLACK,Male,2,10/14/21,NORMAL,STRAY,6
BRN TABBY,Spayed,2,10/25/21,NORMAL,STRAY,6
BLACK,Neutered,2,10/28/21,UNDER AGE/WEIGHT,STRAY,6
BRN TABBY,Spayed,2,10/28/21,UNDER AGE/WEIGHT,STRAY,6
BLACK,Spayed,2,1/20/22,NORMAL,STRAY,6
WHITE,Neutered,2,1/20/22,NORMAL,STRAY,6
GRAY,Spayed,2,2/14/22,NORMAL,OWNER SURRENDER,6
TORTIE DIL,Spayed,4,2/24/22,FRACTIOUS,OWNER SURRENDER,6
CRM TABBY,Neutered,2,2/27/22,NORMAL,STRAY,6
GRAY,Neutered,1,5/15/22,NORMAL,STRAY,6
WHITE,Neutered,1,6/5/22,NORMAL,STRAY,6
BRN TABBY,Neutered,1,6/23/22,UNDER AGE/WEIGHT,STRAY,6
CALICO DIL,Spayed,4,8/5/22,NORMAL,STRAY,6
CREAM,Neutered,1,10/13/22,UNDER AGE/WEIGHT,STRAY,6
ORANGE,Neutered,1,10/22/22,UNDER AGE/WEIGHT,STRAY,6
BROWN,Spayed,1,11/6/22,NORMAL,STRAY,6
WHITE,Neutered,9,1/14/23,NORMAL,OWNER SURRENDER,6
BRN TABBY,Neutered,1,1/15/23,NORMAL,STRAY,6
ORANGE,Spayed,5,1/22/23,INJURED  MODERATE,STRAY,6
WHITE,Spayed,2,1/26/23,INJURED  MILD,STRAY,6
BLACK,Spayed,1,3/9/23,NORMAL,STRAY,6
BRN TABBY,Neutered,1,3/11/23,ILL MILD,STRAY,6
GRAY TABBY,Neutered,11,3/26/23,NORMAL,OWNER SURRENDER,6
WHITE,Neutered,1,4/13/23,INJURED  MODERATE,STRAY,6
ORANGE,Spayed,0,8/24/23,NORMAL,STRAY,6
ORANGE,Neutered,0,8/24/23,NORMAL,STRAY,6
BLACK,Male,0,8/26/23,ILL MILD,STRAY,6
BRN TABBY,Female,6,5/10/17,UNDER AGE/WEIGHT,STRAY,5
BRN TABBY,Male,6,5/10/17,UNDER AGE/WEIGHT,STRAY,5
BLACK,Spayed,6,8/6/17,NORMAL,STRAY,5
GRAY,Male,6,8/26/17,UNDER AGE/WEIGHT,STRAY,5
GRAY,Male,6,10/28/17,UNDER AGE/WEIGHT,STRAY,5
BLACK,Spayed,6,12/2/17,NORMAL,OWNER SURRENDER,5
BLACK,Male,5,5/23/18,NORMAL,STRAY,5
CRM TABBY,Male,5,5/23/18,NORMAL,STRAY,5
TORTIE,Female,5,5/23/18,NORMAL,STRAY,5
BLACK,Male,5,12/20/18,NORMAL,STRAY,5
ORG TABBY,Female,5,12/20/18,NORMAL,STRAY,5
GRAY TABBY,Female,8,2/3/19,NORMAL,STRAY,5
BLACK,Neutered,5,3/2/19,INJURED  SEVERE,STRAY,5
BLACK,Female,4,3/3/19,NORMAL,STRAY,5
BLACK,Neutered,4,6/10/19,UNDER AGE/WEIGHT,STRAY,5
GRAY TABBY,Female,5,8/16/19,FRACTIOUS,STRAY,5
BLACK,Neutered,5,1/10/20,NORMAL,STRAY,5
GRAY TABBY,Neutered,3,7/31/20,NORMAL,STRAY,5
GRAY,Spayed,8,8/8/20,NORMAL,OWNER SURRENDER,5
GRAY,Neutered,3,9/12/20,NORMAL,STRAY,5
TORTIE,Spayed,3,1/9/21,NORMAL,STRAY,5
TORTIE,Spayed,3,2/12/21,NORMAL,STRAY,5
BRN TABBY,Spayed,3,3/19/21,NORMAL,STRAY,5
CHOC PT,Spayed,2,4/2/21,NORMAL,STRAY,5
ORANGE,Neutered,3,4/2/21,NORMAL,OWNER SURRENDER,5
ORANGE,Spayed,3,4/2/21,NORMAL,OWNER SURRENDER,5
BRN TABBY,Neutered,2,5/14/21,NORMAL,STRAY,5
BLACK,Spayed,2,7/10/21,ILL MILD,STRAY,5
GRAY,Neutered,2,7/12/21,NORMAL,STRAY,5
BLACK,Neutered,2,9/11/21,NORMAL,STRAY,5
BLACK,Neutered,2,9/11/21,NORMAL,STRAY,5
BRN TABBY,Neutered,2,12/10/21,NORMAL,STRAY,5
BLACK,Neutered,1,6/5/22,NORMAL,STRAY,5
WHITE,Spayed,3,7/17/22,ILL MILD,STRAY,5
WHITE,Spayed,1,8/12/22,NORMAL,STRAY,5
WHITE,Spayed,1,9/18/22,NORMAL,STRAY,5
GRAY TABBY,Spayed,1,9/30/22,UNDER AGE/WEIGHT,STRAY,5
ORANGE,Neutered,1,11/6/22,NORMAL,STRAY,5
GRAY,Neutered,0,11/27/22,UNDER AGE/WEIGHT,STRAY,5
BLACK,Neutered,1,12/2/22,NORMAL,STRAY,5
GRAY TABBY,Neutered,1,1/13/23,NORMAL,STRAY,5
CALICO,Spayed,1,1/17/23,NORMAL,STRAY,5
BLACK,Neutered,0,3/31/23,NORMAL,STRAY,5
WHITE,Spayed,0,4/14/23,INJURED  MILD,STRAY,5
GRAY,Spayed,0,6/10/23,NORMAL,STRAY,5
GRAY,Neutered,18,6/19/17,ILL SEVERE,STRAY,4
ORG TABBY,Male,5,5/24/18,NORMAL,STRAY,4
ORANGE,Male,5,5/30/18,NORMAL,OWNER SURRENDER,4
BLACK,Male,9,6/21/18,NORMAL,STRAY,4
ORG TABBY,Spayed,15,8/22/18,NORMAL,OWNER SURRENDER,4
WHITE,Male,6,9/12/18,NORMAL,STRAY,4
TORTIE,Spayed,15,10/10/18,NORMAL,OWNER SURRENDER,4
BRN TABBY,Female,5,1/16/19,NORMAL,STRAY,4
BLACK,Female,5,1/16/19,NORMAL,STRAY,4
GRAY,Female,5,1/16/19,NORMAL,STRAY,4
BRN TABBY,Male,4,7/3/19,NORMAL,STRAY,4
GRAY TABBY,Male,4,7/14/19,NORMAL,STRAY,4
GRAY,Male,4,7/21/19,NORMAL,STRAY,4
BRN TABBY,Spayed,4,9/11/19,NORMAL,STRAY,4
FLAME PT,Spayed,7,9/22/19,NORMAL,STRAY,4
BLACK,Neutered,4,10/2/19,UNDER AGE/WEIGHT,STRAY,4
GRAY TABBY,Female,4,10/2/19,UNDER AGE/WEIGHT,STRAY,4
GRAY TABBY,Neutered,4,12/11/19,NORMAL,STRAY,4
WHITE,Spayed,4,12/11/19,NORMAL,STRAY,4
CREAM PT,Male,3,5/13/20,UNDER AGE/WEIGHT,STRAY,4
BRN TABBY,Spayed,3,6/3/20,NORMAL,STRAY,4
WHITE,Male,3,9/20/20,UNDER AGE/WEIGHT,STRAY,4
CALICO,Female,3,9/20/20,UNDER AGE/WEIGHT,STRAY,4
GRAY,Neutered,3,11/11/20,NORMAL,STRAY,4
GRAY TABBY,Neutered,9,11/15/20,NORMAL,STRAY,4
GRAY TABBY,Spayed,4,12/30/20,BEHAVIOR  MILD,STRAY,4
WHITE,Neutered,4,1/10/21,NORMAL,STRAY,4
ORG TABBY,Neutered,3,2/24/21,NORMAL,STRAY,4
GRAY,Neutered,3,4/17/21,NORMAL,STRAY,4
BRN TABBY,Spayed,2,4/17/21,NORMAL,STRAY,4
BLACK,Neutered,2,4/17/21,NORMAL,STRAY,4
BLACK,Spayed,2,4/17/21,NORMAL,STRAY,4
ORANGE,Neutered,2,5/8/21,NORMAL,STRAY,4
GRAY,Spayed,2,7/25/21,ILL MILD,STRAY,4
BLACK,Spayed,2,7/25/21,ILL MILD,STRAY,4
TORTIE,Spayed,2,9/22/21,NORMAL,STRAY,4
GRAY TABBY,Neutered,2,1/15/22,NORMAL,RETURN,4
ORANGE,Neutered,2,4/2/22,INJURED  MODERATE,STRAY,4
BLACK,Neutered,1,4/23/22,UNDER AGE/WEIGHT,STRAY,4
BLACK,Neutered,1,7/30/22,UNDER AGE/WEIGHT,STRAY,4
BLACK,Neutered,1,9/28/22,NORMAL,STRAY,4
GRAY TABBY,Neutered,1,10/12/22,UNDER AGE/WEIGHT,STRAY,4
GRAY,Neutered,1,10/19/22,NORMAL,STRAY,4
BLACK,Spayed,1,11/13/22,NORMAL,STRAY,4
GRAY TABBY,Spayed,1,11/13/22,NORMAL,STRAY,4
BRN TABBY,Spayed,1,3/6/23,NORMAL,STRAY,4
BRN TABBY,Spayed,1,3/6/23,NORMAL,STRAY,4
BLACK,Spayed,1,4/12/23,ILL MILD,STRAY,4
CRM TABBY,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,4
GRAY,Neutered,0,4/23/23,NORMAL,STRAY,4
BLACK,Neutered,0,5/3/23,NORMAL,STRAY,4
BLACK,Male,6,1/27/17,NORMAL,OWNER SURRENDER,3
GRAY,Male,8,2/24/17,NORMAL,OWNER SURRENDER,3
ORANGE,Male,13,8/9/17,NORMAL,OWNER SURRENDER,3
BLACK,Unknown,11,11/17/17,ILL SEVERE,STRAY,3
BRN TIGER,Male,9,12/10/17,NORMAL,OWNER SURRENDER,3
GRAY,Neutered,9,4/12/18,NORMAL,OWNER SURRENDER,3
ORG TABBY,Male,5,5/25/18,UNDER AGE/WEIGHT,STRAY,3
BLACK,Male,5,5/31/18,NORMAL,STRAY,3
GRAY TABBY,Male,6,10/18/18,NORMAL,STRAY,3
ORG TABBY,Female,7,12/19/18,NORMAL,STRAY,3
ORG TABBY,Male,5,12/19/18,NORMAL,STRAY,3
CALICO,Female,5,12/19/18,NORMAL,STRAY,3
LI LYNX PT,Neutered,11,2/7/19,NORMAL,OWNER SURRENDER,3
ORANGE,Spayed,6,3/7/19,NORMAL,OWNER SURRENDER,3
WHITE,Neutered,4,6/12/19,NORMAL,STRAY,3
BRN TABBY,Male,4,6/12/19,NORMAL,STRAY,3
CREAM,Neutered,4,6/12/19,NORMAL,STRAY,3
BLACK,Male,4,6/12/19,NORMAL,STRAY,3
BRN TABBY,Neutered,4,6/20/19,NORMAL,STRAY,3
BRN TABBY,Neutered,4,6/20/19,NORMAL,STRAY,3
BLACK,Male,4,6/24/19,NORMAL,STRAY,3
SEAL PT,Female,4,6/27/19,NORMAL,STRAY,3
BLACK,Neutered,4,12/11/19,NORMAL,STRAY,3
BLACK,Neutered,5,1/21/20,NORMAL,RETURN,3
ORANGE,Neutered,3,6/10/20,NORMAL,STRAY,3
BLACK,Neutered,3,6/18/20,INJURED  MILD,STRAY,3
FLAME PT,Neutered,3,9/17/20,NORMAL,STRAY,3
GRAY TABBY,Spayed,3,11/25/20,BEHAVIOR  MILD,OWNER SURRENDER,3
BRN TIGER,Spayed,3,4/14/21,NORMAL,STRAY,3
ORANGE,Neutered,3,4/15/21,NORMAL,RETURN,3
BLACK,Spayed,2,5/12/21,NORMAL,OWNER SURRENDER,3
TORTIE DIL,Spayed,3,5/26/21,NORMAL,STRAY,3
CALICO TAB,Female,2,10/25/21,NORMAL,STRAY,3
SEAL PT,Spayed,2,3/14/22,NORMAL,OWNER SURRENDER,3
BLACK,Spayed,6,3/16/22,ILL MILD,OWNER SURRENDER,3
CALICO,Spayed,8,4/27/22,NORMAL,OWNER SURRENDER,3
BLACK,Neutered,1,5/19/22,UNDER AGE/WEIGHT,STRAY,3
BRN TABBY,Neutered,3,6/8/22,ILL MILD,STRAY,3
TORTIE,Spayed,1,8/17/22,UNDER AGE/WEIGHT,STRAY,3
WHITE,Neutered,1,9/8/22,ILL MODERATETE,STRAY,3
GRAY,Spayed,1,10/19/22,NORMAL,STRAY,3
GRAY,Spayed,1,10/19/22,NORMAL,STRAY,3
BLK TABBY,Neutered,1,10/20/22,NORMAL,STRAY,3
BRN TABBY,Spayed,1,10/26/22,UNDER AGE/WEIGHT,STRAY,3
CALICO,Spayed,1,11/6/22,UNDER AGE/WEIGHT,STRAY,3
BLACK,Neutered,6,1/19/23,NORMAL,STRAY,3
ORG TABBY,Neutered,1,2/23/23,NORMAL,OWNER SURRENDER,3
GRAY,Neutered,2,3/15/23,NORMAL,STRAY,3
ORG TABBY,Neutered,0,4/16/23,NORMAL,STRAY,3
CRM TABBY,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,3
GRAY,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,3
GRAY,Spayed,0,4/26/23,NORMAL,STRAY,3
GRAY,Neutered,0,5/24/23,ILL MILD,STRAY,3
GRAY,Spayed,0,5/24/23,ILL MILD,STRAY,3
ORANGE,Neutered,6,2/23/18,NORMAL,OWNER SURRENDER,2
LYNX PT,Spayed,10,8/31/18,NORMAL,OWNER SURRENDER,2
TORTIE,Female,8,9/21/18,NORMAL,STRAY,2
BRN TABBY,Male,4,6/5/19,NORMAL,STRAY,2
SNOWSHOE,Female,4,6/13/19,NORMAL,STRAY,2
BLACK,Female,4,6/13/19,NORMAL,STRAY,2
ORG TABBY,Female,4,6/17/19,UNDER AGE/WEIGHT,STRAY,2
GRAY TABBY,Neutered,4,6/21/19,UNDER AGE/WEIGHT,STRAY,2
ORG TABBY,Female,4,6/21/19,UNDER AGE/WEIGHT,STRAY,2
BLACK,Spayed,4,3/5/20,NORMAL,OWNER SURRENDER,2
GRAY TABBY,Spayed,11,4/9/20,INJURED  MODERATE,STRAY,2
GRAY TIGER,Neutered,3,6/10/20,NORMAL,STRAY,2
CHOC PT,Spayed,3,7/28/20,ILL MILD,OWNER SURRENDER,2
BLACK,Neutered,5,2/26/21,NORMAL,OWNER SURRENDER,2
CALICO DIL,Spayed,2,11/12/21,NORMAL,STRAY,2
BRN TABBY,Spayed,4,3/16/22,NORMAL,OWNER SURRENDER,2
GRAY,Neutered,1,4/28/22,ILL MILD,STRAY,2
GRAY,Spayed,1,5/6/22,UNDER AGE/WEIGHT,STRAY,2
SNOWSHOE,Spayed,1,5/11/22,UNDER AGE/WEIGHT,STRAY,2
SEAL PT,Spayed,1,6/30/22,UNDER AGE/WEIGHT,STRAY,2
TORTIE,Spayed,2,7/11/22,INJURED  SEVERE,OWNER SURRENDER,2
CALICO TAB,Spayed,1,10/20/22,NORMAL,STRAY,2
GRAY,Spayed,1,10/26/22,NORMAL,RETURN,2
LI LYNX PT,Spayed,1,10/28/22,UNDER AGE/WEIGHT,STRAY,2
GRAY,Neutered,1,1/18/23,NORMAL,OWNER SURRENDER,2
BLACK,Neutered,0,3/31/23,NORMAL,STRAY,2
GRAY,Spayed,0,4/13/23,I/I REPORT,STRAY,2
BLACK,Spayed,0,4/20/23,NORMAL,STRAY,2
WHITE,Neutered,0,5/24/23,ILL MILD,STRAY,2
WHITE,Neutered,0,5/24/23,ILL MILD,STRAY,2
CHOC PT,Spayed,6,7/12/17,ILL SEVERE,STRAY,1
ORANGE,Male,6,12/2/17,NORMAL,OWNER SURRENDER,1
GRAY,Spayed,7,3/24/18,NORMAL,OWNER SURRENDER,1
WHITE,Spayed,12,7/27/18,NORMAL,OWNER SURRENDER,1
WHITE,Neutered,12,7/27/18,NORMAL,OWNER SURRENDER,1
GRAY TABBY,Neutered,16,2/16/19,NORMAL,OWNER SURRENDER,1
BLACK,Female,4,5/10/19,UNDER AGE/WEIGHT,STRAY,1
BLACK,Male,4,7/24/19,UNDER AGE/WEIGHT,STRAY,1
GRAY TABBY,Spayed,4,8/17/19,NORMAL,STRAY,1
GRAY TABBY,Spayed,4,1/30/20,BEHAVIOR  MILD,RETURN,1
WHITE,Neutered,4,2/25/20,NORMAL,RETURN,1
BRN TABBY,Spayed,4,3/17/20,NORMAL,RETURN,1
BLACK,Spayed,3,5/23/20,NORMAL,STRAY,1
LYNX PT,Spayed,3,6/3/20,UNDER AGE/WEIGHT,STRAY,1
S-T PT,Neutered,3,10/24/20,NORMAL,STRAY,1
BLACK,Neutered,3,11/13/20,UNDER AGE/WEIGHT,STRAY,1
GRAY,Spayed,4,4/8/21,NORMAL,OWNER SURRENDER,1
TORTIE DIL,Spayed,2,9/22/21,NORMAL,STRAY,1
GRAY,Spayed,2,12/10/21,UNDER AGE/WEIGHT,STRAY,1
BLACK,Neutered,1,5/21/22,UNDER AGE/WEIGHT,STRAY,1
LYNX PT,Spayed,1,6/11/22,NORMAL,STRAY,1
ORG TABBY,Neutered,1,6/18/22,NORMAL,STRAY,1
TORTIE,Spayed,1,6/24/22,UNDER AGE/WEIGHT,STRAY,1
BLACK,Neutered,1,8/13/22,NORMAL,STRAY,1
GRAY,Spayed,1,10/15/22,NORMAL,RETURN,1
WHITE,Spayed,1,11/19/22,NORMAL,STRAY,1
BLACK,Spayed,1,1/13/23,NORMAL,RETURN,1
GRAY,Neutered,0,4/21/23,UNDER AGE/WEIGHT,STRAY,1
BRN TABBY,Spayed,0,4/21/23,UNDER AGE/WEIGHT,STRAY,1
BROWN,Spayed,8,3/3/18,NORMAL,OWNER SURRENDER,0
BLACK,Male,4,6/2/19,UNDER AGE/WEIGHT,OWNER SURRENDER,0
BRN TABBY,Female,4,7/18/19,UNDER AGE/WEIGHT,STRAY,0
ORG TABBY,Neutered,2,8/9/21,NORMAL,STRAY,0
ORANGE,Spayed,2,8/21/21,NORMAL,STRAY,0
ORG TABBY,Neutered,2,12/18/21,NORMAL,STRAY,0
BRN TABBY,Spayed,1,5/18/22,UNDER AGE/WEIGHT,STRAY,0
BLK TABBY,Spayed,1,11/10/22,NORMAL,RETURN,0
GRAY,Neutered,0,12/21/22,FRACTIOUS,STRAY,0
