Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed,Primary_Color_encoded,Sex_encoded,Intake_Condition_encoded,Intake_Type_encoded
BRN TABBY,Spayed,6,7/29/17,NORMAL,STRAY,13,5,3,13,3
GRAY,Spayed,6,7/29/17,NORMAL,STRAY,13,15,3,13,3
BLACK,Male,6,8/9/17,NORMAL,STRAY,13,0,1,13,3
BLACK,Male,6,8/9/17,NORMAL,STRAY,13,0,1,13,3
BLACK,Male,6,8/9/17,NORMAL,STRAY,13,0,1,13,3
WHITE,Male,6,9/27/17,NORMAL,STRAY,13,32,1,13,3
GRAY,Male,6,10/21/17,NORMAL,STRAY,13,15,1,13,3
BRN TABBY,Male,13,2/22/18,NORMAL,STRAY,13,5,1,13,3
BLACK,Male,6,8/25/18,NORMAL,STRAY,13,0,1,13,3
TORTIE DIL,Spayed,4,5/9/19,NORMAL,STRAY,13,30,3,13,3
BLACK,Spayed,4,5/9/19,NORMAL,STRAY,13,0,3,13,3
BLACK,Spayed,4,5/9/19,NORMAL,STRAY,13,0,3,13,3
BLACK,Neutered,4,5/11/19,NORMAL,STRAY,13,0,2,13,3
WHITE,Female,4,6/2/19,UNDER AGE/WEIGHT,STRAY,13,32,0,14,3
LYNX PT,Neutered,4,6/2/19,UNDER AGE/WEIGHT,STRAY,13,20,2,14,3
BLACK,Spayed,4,6/7/19,UNDER AGE/WEIGHT,STRAY,13,0,3,14,3
CALICO,Female,4,7/7/19,NORMAL,STRAY,13,8,0,13,3
ORG TABBY,Male,4,7/7/19,NORMAL,STRAY,13,22,1,13,3
GRAY,Neutered,4,8/15/19,NORMAL,STRAY,13,15,2,13,3
LYNX PT,Neutered,4,11/3/19,UNDER AGE/WEIGHT,STRAY,13,20,2,14,3
LYNX PT,Neutered,4,11/3/19,UNDER AGE/WEIGHT,STRAY,13,20,2,14,3
ORANGE,Neutered,8,12/28/19,INJURED  MILD,STRAY,13,21,2,10,3
GRAY,Neutered,5,1/2/20,NORMAL,STRAY,13,15,2,13,3
ORG TABBY,Neutered,5,2/27/20,NORMAL,STRAY,13,22,2,13,3
GRAY TABBY,Spayed,4,3/6/20,NORMAL,RETURN,13,16,3,13,2
BRN TABBY,Spayed,5,3/8/20,NORMAL,STRAY,13,5,3,13,3
CHOC PT,Spayed,4,3/14/20,NORMAL,RETURN,13,11,3,13,2
ORG TABBY,Neutered,3,6/22/20,NORMAL,STRAY,13,22,2,13,3
GRAY TABBY,Spayed,3,6/27/20,NORMAL,STRAY,13,16,3,13,3
BROWN,Neutered,6,6/28/20,NORMAL,OWNER SURRENDER,13,7,2,13,1
GRAY,Neutered,5,9/3/20,FRACTIOUS,STRAY,13,15,2,5,3
BLACK,Neutered,3,10/16/20,NORMAL,STRAY,13,0,2,13,3
ORANGE,Neutered,5,10/23/20,NORMAL,OWNER SURRENDER,13,21,2,13,1
GRAY TIGER,Spayed,5,10/23/20,NORMAL,OWNER SURRENDER,13,17,3,13,1
BLACK,Neutered,5,10/23/20,ILL MILD,STRAY,13,0,2,7,3
ORG TABBY,Neutered,3,11/12/20,NORMAL,STRAY,13,22,2,13,3
ORG TABBY,Neutered,3,11/12/20,NORMAL,STRAY,13,22,2,13,3
ORG TABBY,Neutered,3,11/12/20,NORMAL,STRAY,13,22,2,13,3
GRAY,Spayed,4,1/10/21,NORMAL,STRAY,13,15,3,13,3
WHITE,Spayed,4,2/11/21,NORMAL,STRAY,13,32,3,13,3
BRN TABBY,Spayed,5,2/26/21,NORMAL,WELFARE SEIZED,13,5,3,13,4
BLACK,Neutered,2,1/13/22,NORMAL,STRAY,13,0,2,13,3
BLACK,Spayed,2,1/13/22,NORMAL,STRAY,13,0,3,13,3
BLACK,Spayed,5,4/14/22,NORMAL,OWNER SURRENDER,13,0,3,13,1
BLACK,Neutered,1,4/23/22,UNDER AGE/WEIGHT,STRAY,13,0,2,14,3
ORG TABBY,Neutered,3,5/19/22,ILL MILD,STRAY,13,22,2,7,3
CALICO DIL,Spayed,2,5/29/22,ILL MILD,STRAY,13,9,3,7,3
GRAY TABBY,Spayed,1,5/29/22,UNDER AGE/WEIGHT,STRAY,13,16,3,14,3
TORTIE,Spayed,1,5/29/22,ILL MILD,STRAY,13,29,3,7,3
TORTIE DIL,Spayed,1,6/19/22,WELFARE SEIZURES,WELFARE SEIZED,13,30,3,15,4
BRN TABBY,Spayed,1,7/6/22,ILL MODERATETE,STRAY,13,5,3,8,3
BLACK,Neutered,1,8/15/22,UNDER AGE/WEIGHT,STRAY,13,0,2,14,3
BLACK,Spayed,1,8/15/22,UNDER AGE/WEIGHT,STRAY,13,0,3,14,3
SNOWSHOE,Neutered,3,9/24/22,ILL MILD,STRAY,13,26,2,7,3
ORANGE,Neutered,1,10/6/22,NORMAL,STRAY,13,21,2,13,3
BRN TABBY,Neutered,1,11/3/22,INJURED  SEVERE,STRAY,13,5,2,12,3
BRN TABBY,Spayed,2,2/26/23,INJURED  MILD,STRAY,13,5,3,10,3
ORANGE,Neutered,0,4/27/23,UNDER AGE/WEIGHT,STRAY,13,21,2,14,3
GRAY TABBY,Neutered,0,9/17/23,ILL MODERATETE,RETURN,13,16,2,8,2
CALICO,Female,6,4/12/17,NORMAL,STRAY,12,8,0,13,3
CALICO,Female,6,4/12/17,NORMAL,STRAY,12,8,0,13,3
BRN TABBY,Male,7,6/11/17,NORMAL,STRAY,12,5,1,13,3
WHITE,Neutered,6,6/16/17,NORMAL,STRAY,12,32,2,13,3
CALICO,Female,6,7/8/17,NORMAL,STRAY,12,8,0,13,3
ORG TABBY,Male,7,8/13/17,NORMAL,STRAY,12,22,1,13,3
BLUE PT,Female,9,8/13/17,NORMAL,STRAY,12,4,0,13,3
GRAY TABBY,Female,6,8/13/17,NORMAL,STRAY,12,16,0,13,3
BLACK,Spayed,7,8/26/17,NORMAL,OWNER SURRENDER,12,0,3,13,1
FLAME PT,Neutered,9,11/6/17,NORMAL,STRAY,12,14,2,13,3
BLACK,Neutered,5,5/25/18,NORMAL,STRAY,12,0,2,13,3
BLACK,Neutered,5,5/25/18,NORMAL,STRAY,12,0,2,13,3
GRAY,Spayed,6,5/27/18,NORMAL,OWNER SURRENDER,12,15,3,13,1
ORG TABBY,Neutered,5,6/3/18,NORMAL,STRAY,12,22,2,13,3
SEAL PT,Male,5,7/14/18,NORMAL,STRAY,12,24,1,13,3
CREAM,Male,5,7/27/18,NORMAL,STRAY,12,12,1,13,3
SNOWSHOE,Female,5,8/3/18,NORMAL,STRAY,12,26,0,13,3
GRAY TABBY,Male,5,8/3/18,NORMAL,STRAY,12,16,1,13,3
BLACK,Male,5,8/26/18,NORMAL,STRAY,12,0,1,13,3
BLACK,Female,4,1/15/19,NORMAL,STRAY,12,0,0,13,3
SEAL PT,Neutered,4,5/31/19,NORMAL,STRAY,12,24,2,13,3
ORANGE,Male,8,6/8/19,NORMAL,STRAY,12,21,1,13,3
BLACK,Spayed,8,6/28/19,NORMAL,STRAY,12,0,3,13,3
GRAY,Female,4,7/12/19,NORMAL,STRAY,12,15,0,13,3
ORG TABBY,Neutered,4,8/9/19,NORMAL,STRAY,12,22,2,13,3
ORG TABBY,Neutered,4,8/9/19,NORMAL,STRAY,12,22,2,13,3
BLACK,Spayed,4,1/26/20,NORMAL,STRAY,12,0,3,13,3
WHITE,Neutered,4,3/13/20,FRACTIOUS,STRAY,12,32,2,5,3
BLACK,Neutered,7,5/8/20,INJURED  SEVERE,STRAY,12,0,2,12,3
BLACK,Spayed,5,5/8/20,ILL MILD,STRAY,12,0,3,7,3
BRN TABBY,Neutered,3,6/8/20,NORMAL,STRAY,12,5,2,13,3
BLACK,Neutered,3,6/28/20,NORMAL,STRAY,12,0,2,13,3
GRAY,Neutered,3,7/24/20,NORMAL,STRAY,12,15,2,13,3
GRAY TABBY,Spayed,3,8/8/20,NORMAL,STRAY,12,16,3,13,3
BLACK,Neutered,4,9/18/20,NORMAL,STRAY,12,0,2,13,3
GRAY,Neutered,12,2/21/21,NORMAL,OWNER SURRENDER,12,15,2,13,1
WHITE,Spayed,10,2/21/21,NORMAL,OWNER SURRENDER,12,32,3,13,1
BLACK,Neutered,12,3/12/21,ILL SEVERE,STRAY,12,0,2,9,3
BLACK,Neutered,3,4/13/21,INJURED  SEVERE,STRAY,12,0,2,12,3
ORANGE,Neutered,2,5/21/21,NORMAL,STRAY,12,21,2,13,3
WHITE,Spayed,2,7/2/21,NORMAL,STRAY,12,32,3,13,3
GRAY TABBY,Neutered,2,7/23/21,INJURED  MILD,STRAY,12,16,2,10,3
GRAY,Neutered,2,2/11/22,INJURED  MODERATE,STRAY,12,15,2,11,3
BLACK,Neutered,5,5/3/22,NORMAL,STRAY,12,0,2,13,3
WHITE,Neutered,1,6/10/22,ILL MILD,STRAY,12,32,2,7,3
BRN TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,12,5,2,14,3
BRN TABBY,Neutered,1,6/12/22,UNDER AGE/WEIGHT,STRAY,12,5,2,14,3
GRAY TABBY,Spayed,1,6/12/22,UNDER AGE/WEIGHT,STRAY,12,16,3,14,3
BLACK,Spayed,4,7/1/22,NORMAL,STRAY,12,0,3,13,3
BLACK,Spayed,1,8/21/22,NORMAL,STRAY,12,0,3,13,3
BLACK,Neutered,1,10/30/22,NORMAL,STRAY,12,0,2,13,3
ORG TABBY,Neutered,2,1/20/23,INJURED  MILD,STRAY,12,22,2,10,3
TORTIE,Spayed,0,5/7/23,NORMAL,STRAY,12,29,3,13,3
SEAL PT,Female,7,3/8/17,NORMAL,STRAY,11,24,0,13,3
BRN TABBY,Male,7,3/8/17,NORMAL,STRAY,11,5,1,13,3
BRN TABBY,Male,7,3/8/17,NORMAL,STRAY,11,5,1,13,3
ORG TABBY,Male,6,5/28/17,NORMAL,STRAY,11,22,1,13,3
WHITE,Female,6,6/2/17,NORMAL,STRAY,11,32,0,13,3
TORTIE DIL,Spayed,8,6/28/17,NORMAL,STRAY,11,30,3,13,3
GRAY,Female,6,10/21/17,NORMAL,STRAY,11,15,0,13,3
TORTIE DIL,Female,6,11/1/17,NORMAL,STRAY,11,30,0,13,3
LYNX PT,Neutered,6,11/8/17,NORMAL,STRAY,11,20,2,13,3
BRN TABBY,Male,5,5/27/18,NORMAL,STRAY,11,5,1,13,3
BLACK,Female,5,6/20/18,NORMAL,STRAY,11,0,0,13,3
BRN TABBY,Spayed,5,6/20/18,NORMAL,STRAY,11,5,3,13,3
FLAME PT,Neutered,5,9/1/18,NORMAL,STRAY,11,14,2,13,3
BLACK,Male,5,10/19/18,NORMAL,STRAY,11,0,1,13,3
SEAL PT,Neutered,9,1/26/19,NORMAL,STRAY,11,24,2,13,3
WHITE,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,11,32,3,13,1
SEAL PT,Spayed,5,4/16/19,NORMAL,OWNER SURRENDER,11,24,3,13,1
WHITE,Neutered,4,5/28/19,UNDER AGE/WEIGHT,STRAY,11,32,2,14,3
GRAY,Neutered,4,6/4/19,ILL MILD,STRAY,11,15,2,7,3
BRN TABBY,Male,4,6/10/19,NORMAL,STRAY,11,5,1,13,3
GRAY TABBY,Male,4,6/29/19,NORMAL,STRAY,11,16,1,13,3
GRAY,Spayed,4,11/16/19,NORMAL,STRAY,11,15,3,13,3
GRAY TABBY,Neutered,5,12/29/19,INJURED  MILD,STRAY,11,16,2,10,3
BLACK,Neutered,4,1/12/20,NORMAL,STRAY,11,0,2,13,3
ORANGE,Neutered,4,1/12/20,NORMAL,STRAY,11,21,2,13,3
CALICO,Spayed,5,1/12/20,NORMAL,STRAY,11,8,3,13,3
BLACK,Neutered,8,1/22/20,NORMAL,STRAY,11,0,2,13,3
GRAY TABBY,Neutered,8,1/22/20,NORMAL,STRAY,11,16,2,13,3
CALICO DIL,Spayed,4,2/5/20,NORMAL,STRAY,11,9,3,13,3
BRN TABBY,Neutered,4,2/24/20,ILL MILD,STRAY,11,5,2,7,3
BLACK,Spayed,8,10/14/20,NORMAL,CONFISCATE,11,0,3,13,0
GRAY,Spayed,3,10/24/20,NORMAL,STRAY,11,15,3,13,3
BLACK,Neutered,3,10/28/20,NORMAL,STRAY,11,0,2,13,3
WHITE,Neutered,3,10/31/20,NORMAL,STRAY,11,32,2,13,3
GRAY,Spayed,3,10/31/20,NORMAL,STRAY,11,15,3,13,3
TORTIE,Spayed,3,11/7/20,NORMAL,STRAY,11,29,3,13,3
BLACK,Spayed,3,2/20/21,NORMAL,STRAY,11,0,3,13,3
CALICO,Spayed,2,5/8/21,NORMAL,STRAY,11,8,3,13,3
WHITE,Spayed,2,5/22/21,NORMAL,STRAY,11,32,3,13,3
GRAY,Neutered,2,7/18/21,NORMAL,STRAY,11,15,2,13,3
BLACK,Neutered,2,11/13/21,ILL MILD,STRAY,11,0,2,7,3
BLACK,Spayed,6,12/22/21,NORMAL,STRAY,11,0,3,13,3
BLACK,Spayed,2,3/27/22,NORMAL,STRAY,11,0,3,13,3
TORTIE,Spayed,3,5/30/22,INJURED  MILD,STRAY,11,29,3,10,3
BLACK,Spayed,1,9/14/22,NORMAL,STRAY,11,0,3,13,3
BLACK,Neutered,0,4/12/23,ILL MILD,STRAY,11,0,2,7,3
CALICO TAB,Spayed,2,5/3/23,NORMAL,STRAY,11,10,3,13,3
GRAY,Spayed,8,2/15/17,NORMAL,STRAY,10,15,3,13,3
BRN TABBY,Spayed,6,2/19/17,NORMAL,STRAY,10,5,3,13,3
BRN TABBY,Spayed,6,2/19/17,NORMAL,STRAY,10,5,3,13,3
BRN TABBY,Spayed,7,4/20/17,NORMAL,STRAY,10,5,3,13,3
BRN TABBY,Male,6,5/5/17,NORMAL,STRAY,10,5,1,13,3
BLACK,Male,8,5/31/17,NORMAL,OWNER SURRENDER,10,0,1,13,1
BRN TABBY,Neutered,6,5/31/17,FERAL,STRAY,10,5,2,4,3
BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,10,5,3,4,3
BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,10,5,3,4,3
BRN TABBY,Male,6,7/9/17,NORMAL,STRAY,10,5,1,13,3
WHITE,Female,6,8/7/17,ILL MILD,STRAY,10,32,0,7,3
SEAL PT,Male,6,8/17/17,NORMAL,STRAY,10,24,1,13,3
BLACK,Spayed,7,9/7/17,NORMAL,OWNER SURRENDER,10,0,3,13,1
LYNX PT,Male,5,5/23/18,UNDER AGE/WEIGHT,STRAY,10,20,1,14,3
GRAY TABBY,Neutered,8,7/1/18,NORMAL,OWNER SURRENDER,10,16,2,13,1
BROWN,Neutered,9,7/1/18,NORMAL,OWNER SURRENDER,10,7,2,13,1
GRAY,Neutered,8,8/2/18,NORMAL,STRAY,10,15,2,13,3
ORG TABBY,Male,5,11/9/18,FRACTIOUS,STRAY,10,22,1,5,3
GRAY,Female,4,1/12/19,NORMAL,STRAY,10,15,0,13,3
WHITE,Neutered,5,2/17/19,NORMAL,STRAY,10,32,2,13,3
WHITE,Spayed,4,5/29/19,NORMAL,STRAY,10,32,3,13,3
ORG TABBY,Neutered,4,6/17/19,NORMAL,STRAY,10,22,2,13,3
CALICO,Spayed,4,8/20/19,INJURED  SEVERE,OWNER SURRENDER,10,8,3,12,1
BRN TABBY,Neutered,4,12/8/19,NORMAL,STRAY,10,5,2,13,3
BRN TABBY,Spayed,4,1/19/20,NORMAL,STRAY,10,5,3,13,3
SEAL PT,Neutered,4,3/11/20,NORMAL,STRAY,10,24,2,13,3
GRAY,Spayed,4,5/2/20,FRACTIOUS,STRAY,10,15,3,5,3
GRAY,Neutered,4,5/2/20,NORMAL,STRAY,10,15,2,13,3
WHITE,Spayed,3,6/16/20,FRACTIOUS,STRAY,10,32,3,5,3
BRN TABBY,Neutered,3,6/21/20,NORMAL,STRAY,10,5,2,13,3
BLACK,Neutered,8,7/12/20,NORMAL,OWNER SURRENDER,10,0,2,13,1
BRN TABBY,Spayed,3,7/16/20,NORMAL,STRAY,10,5,3,13,3
BLACK,Spayed,3,8/20/20,NORMAL,STRAY,10,0,3,13,3
CALICO TAB,Spayed,3,9/16/20,NORMAL,STRAY,10,10,3,13,3
GRAY,Neutered,3,9/30/20,NORMAL,STRAY,10,15,2,13,3
BLACK,Spayed,3,10/20/20,UNDER AGE/WEIGHT,STRAY,10,0,3,14,3
BLACK,Neutered,3,11/5/20,UNDER AGE/WEIGHT,STRAY,10,0,2,14,3
BRN TABBY,Spayed,3,12/13/20,INJURED  MILD,STRAY,10,5,3,10,3
SNOWSHOE,Spayed,3,2/15/21,NORMAL,STRAY,10,26,3,13,3
BROWN,Neutered,4,4/6/21,ILL MILD,STRAY,10,7,2,7,3
BLACK,Spayed,2,4/19/21,FRACTIOUS,STRAY,10,0,3,5,3
LYNX PT,Spayed,2,5/16/21,ILL MILD,STRAY,10,20,3,7,3
GRAY,Neutered,2,8/11/21,NORMAL,STRAY,10,15,2,13,3
GRAY,Neutered,4,11/7/21,NORMAL,RETURN,10,15,2,13,2
CALICO,Spayed,2,11/12/21,NORMAL,STRAY,10,8,3,13,3
BLACK,Neutered,5,1/20/22,INJURED  MILD,STRAY,10,0,2,10,3
SLVR TABBY,Neutered,2,1/23/22,NORMAL,OWNER SURRENDER,10,25,2,13,1
BRN TABBY,Spayed,4,2/23/22,NORMAL,STRAY,10,5,3,13,3
ORG TABBY,Neutered,12,3/3/22,INJURED  SEVERE,OWNER SURRENDER,10,22,2,12,1
BLACK,Spayed,2,3/22/22,NORMAL,STRAY,10,0,3,13,3
GRAY TABBY,Spayed,4,4/6/22,INJURED  MILD,STRAY,10,16,3,10,3
CALICO,Spayed,3,5/12/22,NORMAL,STRAY,10,8,3,13,3
BRN TABBY,Spayed,1,5/26/22,UNDER AGE/WEIGHT,STRAY,10,5,3,14,3
ORG TABBY,Neutered,1,7/4/22,NORMAL,STRAY,10,22,2,13,3
BLACK,Neutered,1,7/17/22,ILL MILD,STRAY,10,0,2,7,3
BLACK,Neutered,1,8/4/22,ILL MILD,STRAY,10,0,2,7,3
CREAM,Spayed,1,8/21/22,NORMAL,STRAY,10,12,3,13,3
GRAY,Spayed,1,10/12/22,UNDER AGE/WEIGHT,STRAY,10,15,3,14,3
BLACK,Spayed,0,12/21/22,ILL MILD,STRAY,10,0,3,7,3
GRAY TABBY,Spayed,1,2/5/23,ILL MILD,STRAY,10,16,3,7,3
BLACK,Female,7,1/20/17,NORMAL,STRAY,9,0,0,13,3
SEAL PT,Neutered,7,2/16/17,NORMAL,STRAY,9,24,2,13,3
GRAY TABBY,Male,6,5/23/17,FERAL,STRAY,9,16,1,4,3
TORTIE,Spayed,8,7/13/17,NORMAL,STRAY,9,29,3,13,3
ORG TABBY,Male,6,8/4/17,NORMAL,STRAY,9,22,1,13,3
SEAL PT,Male,8,8/5/17,NORMAL,STRAY,9,24,1,13,3
GRAY TABBY,Male,6,8/13/17,NORMAL,STRAY,9,16,1,13,3
GRAY TABBY,Male,6,8/13/17,NORMAL,STRAY,9,16,1,13,3
ORG TABBY,Male,7,11/1/17,NORMAL,STRAY,9,22,1,13,3
CALICO,Female,6,12/22/17,NORMAL,STRAY,9,8,0,13,3
BLACK,Neutered,8,2/26/18,NORMAL,STRAY,9,0,2,13,3
GRAY,Male,5,6/28/18,NORMAL,STRAY,9,15,1,13,3
BLACK,Male,10,7/17/18,NORMAL,STRAY,9,0,1,13,3
CALICO,Spayed,6,2/17/19,NORMAL,STRAY,9,8,3,13,3
CALICO DIL,Spayed,5,3/29/19,NORMAL,STRAY,9,9,3,13,3
GRAY TABBY,Neutered,6,6/6/19,INJURED  MILD,STRAY,9,16,2,10,3
BROWN,Male,4,6/19/19,NORMAL,STRAY,9,7,1,13,3
GRAY TABBY,Spayed,4,6/21/19,UNDER AGE/WEIGHT,STRAY,9,16,3,14,3
SEAL PT,Male,7,8/30/19,NORMAL,STRAY,9,24,1,13,3
GRAY TABBY,Neutered,4,1/19/20,NORMAL,STRAY,9,16,2,13,3
GRAY,Neutered,4,2/5/20,NORMAL,STRAY,9,15,2,13,3
GRAY,Neutered,3,2/6/20,NORMAL,STRAY,9,15,2,13,3
GRAY,Neutered,3,2/6/20,NORMAL,STRAY,9,15,2,13,3
GRAY,Neutered,3,2/6/20,NORMAL,STRAY,9,15,2,13,3
ORANGE,Neutered,6,2/21/20,BEHAVIOR  SEVERE,OWNER SURRENDER,9,21,2,3,1
ORG TABBY,Neutered,4,3/13/20,NORMAL,STRAY,9,22,2,13,3
WHITE,Neutered,3,7/23/20,NORMAL,STRAY,9,32,2,13,3
WHITE,Neutered,3,7/27/20,NORMAL,STRAY,9,32,2,13,3
BLACK,Neutered,3,8/27/20,NORMAL,OWNER SURRENDER,9,0,2,13,1
BLACK,Spayed,3,8/27/20,NORMAL,RETURN,9,0,3,13,2
BLACK,Neutered,3,9/17/20,ILL MILD,STRAY,9,0,2,7,3
ORG TABBY,Neutered,13,10/12/20,FRACTIOUS,STRAY,9,22,2,5,3
BRN TABBY,Neutered,3,10/21/20,NORMAL,STRAY,9,5,2,13,3
TAN,Neutered,3,10/23/20,NORMAL,STRAY,9,27,2,13,3
ORG TABBY,Neutered,3,10/26/20,NORMAL,STRAY,9,22,2,13,3
BLACK,Neutered,3,11/5/20,NORMAL,STRAY,9,0,2,13,3
BLACK,Neutered,10,3/17/21,INJURED  MODERATE,STRAY,9,0,2,11,3
GRAY TABBY,Neutered,3,5/21/21,NORMAL,OWNER SURRENDER,9,16,2,13,1
BLACK,Spayed,2,5/24/21,NORMAL,STRAY,9,0,3,13,3
BLACK,Neutered,2,5/24/21,NORMAL,STRAY,9,0,2,13,3
GRAY TABBY,Spayed,2,5/31/21,NORMAL,STRAY,9,16,3,13,3
ORG TABBY,Neutered,2,6/2/21,NORMAL,STRAY,9,22,2,13,3
CRM TABBY,Neutered,2,8/9/21,NORMAL,STRAY,9,13,2,13,3
WHITE,Spayed,2,8/9/21,NORMAL,STRAY,9,32,3,13,3
BLACK,Neutered,2,9/9/21,NORMAL,STRAY,9,0,2,13,3
GRAY,Neutered,2,9/9/21,NORMAL,STRAY,9,15,2,13,3
ORANGE,Spayed,12,2/24/22,NORMAL,OWNER SURRENDER,9,21,3,13,1
SEAL PT,Neutered,3,3/9/22,NORMAL,OWNER SURRENDER,9,24,2,13,1
ORANGE,Neutered,3,4/21/22,NORMAL,OWNER SURRENDER,9,21,2,13,1
CALICO DIL,Spayed,1,4/28/22,UNDER AGE/WEIGHT,STRAY,9,9,3,14,3
ORG TABBY,Neutered,1,4/28/22,UNDER AGE/WEIGHT,STRAY,9,22,2,14,3
GRAY TABBY,Neutered,4,5/10/22,NORMAL,STRAY,9,16,2,13,3
GRAY TABBY,Spayed,1,5/16/22,INJURED  MILD,STRAY,9,16,3,10,3
BLACK,Spayed,1,5/19/22,NORMAL,STRAY,9,0,3,13,3
BRN TABBY,Neutered,1,5/26/22,UNDER AGE/WEIGHT,STRAY,9,5,2,14,3
BLACK,Neutered,1,6/3/22,UNDER AGE/WEIGHT,STRAY,9,0,2,14,3
GRAY TABBY,Neutered,1,7/15/22,NORMAL,STRAY,9,16,2,13,3
GRAY,Spayed,1,8/22/22,NORMAL,STRAY,9,15,3,13,3
GRAY TABBY,Spayed,1,10/31/22,NORMAL,STRAY,9,16,3,13,3
BLACK,Spayed,3,12/8/22,NORMAL,STRAY,9,0,3,13,3
WHITE,Spayed,1,12/15/22,INJURED  MILD,STRAY,9,32,3,10,3
GRAY,Spayed,1,2/17/23,NORMAL,STRAY,9,15,3,13,3
BLACK,Spayed,8,3/28/23,NORMAL,WELFARE SEIZED,9,0,3,13,4
WHITE,Spayed,8,3/28/23,NORMAL,WELFARE SEIZED,9,32,3,13,4
ORANGE,Neutered,0,4/20/23,UNDER AGE/WEIGHT,STRAY,9,21,2,14,3
BLACK,Spayed,0,4/20/23,NORMAL,STRAY,9,0,3,13,3
WHITE,Spayed,0,7/27/23,I/I REPORT,RETURN,9,32,3,6,2
GRAY,Female,9,1/18/17,NORMAL,STRAY,8,15,0,13,3
BRN TABBY,Female,8,4/4/17,INJURED  SEVERE,STRAY,8,5,0,12,3
BRN TABBY,Female,6,5/18/17,NORMAL,STRAY,8,5,0,13,3
WHITE,Male,6,5/27/17,NORMAL,STRAY,8,32,1,13,3
BRN TABBY,Neutered,9,6/8/17,NORMAL,STRAY,8,5,2,13,3
ORG TABBY,Neutered,16,7/29/17,NORMAL,STRAY,8,22,2,13,3
ORG TABBY,Male,6,8/30/17,NORMAL,STRAY,8,22,1,13,3
GRAY,Female,6,9/22/17,NORMAL,STRAY,8,15,0,13,3
GRAY,Neutered,7,10/20/17,NORMAL,STRAY,8,15,2,13,3
ORG TABBY,Male,6,11/2/17,NORMAL,STRAY,8,22,1,13,3
BRN TABBY,Female,6,11/15/17,NORMAL,STRAY,8,5,0,13,3
BRN TABBY,Male,7,12/1/17,NORMAL,STRAY,8,5,1,13,3
BLACK,Female,6,12/9/17,NORMAL,STRAY,8,0,0,13,3
ORG TABBY,Male,6,1/13/18,INJURED  SEVERE,STRAY,8,22,1,12,3
TORTIE,Female,8,3/28/18,NORMAL,STRAY,8,29,0,13,3
CALICO,Female,8,4/21/18,NORMAL,STRAY,8,8,0,13,3
CREAM,Female,6,5/6/18,NORMAL,STRAY,8,12,0,13,3
WHITE,Female,5,6/6/18,NORMAL,STRAY,8,32,0,13,3
TORTIE,Female,5,6/14/18,NORMAL,STRAY,8,29,0,13,3
BLACK,Female,5,6/23/18,NORMAL,STRAY,8,0,0,13,3
BRN TABBY,Male,5,6/23/18,NORMAL,STRAY,8,5,1,13,3
GRAY TABBY,Spayed,5,8/3/18,NORMAL,STRAY,8,16,3,13,3
GRAY,Male,5,11/24/18,NORMAL,STRAY,8,15,1,13,3
GRAY,Male,5,11/24/18,NORMAL,STRAY,8,15,1,13,3
BLACK,Spayed,5,4/27/19,NORMAL,STRAY,8,0,3,13,3
ORG TABBY,Neutered,4,5/18/19,NORMAL,STRAY,8,22,2,13,3
BLACK,Neutered,4,6/7/19,UNDER AGE/WEIGHT,STRAY,8,0,2,14,3
BRN TABBY,Female,4,6/7/19,UNDER AGE/WEIGHT,STRAY,8,5,0,14,3
BLACK,Spayed,4,6/7/19,UNDER AGE/WEIGHT,STRAY,8,0,3,14,3
BLACK,Neutered,4,6/13/19,UNDER AGE/WEIGHT,STRAY,8,0,2,14,3
ORANGE,Male,4,6/13/19,UNDER AGE/WEIGHT,STRAY,8,21,1,14,3
BLACK,Neutered,4,6/13/19,UNDER AGE/WEIGHT,STRAY,8,0,2,14,3
ORG TABBY,Female,4,6/17/19,UNDER AGE/WEIGHT,STRAY,8,22,0,14,3
BRN TABBY,Female,4,6/20/19,NORMAL,STRAY,8,5,0,13,3
BLACK,Spayed,6,7/26/19,NORMAL,OWNER SURRENDER,8,0,3,13,1
ORG TABBY,Neutered,4,8/9/19,NORMAL,STRAY,8,22,2,13,3
ORG TABBY,Male,4,8/9/19,NORMAL,STRAY,8,22,1,13,3
BLACK,Spayed,4,8/14/19,NORMAL,STRAY,8,0,3,13,3
ORANGE,Neutered,13,1/16/20,NORMAL,OWNER SURRENDER,8,21,2,13,1
GRAY,Spayed,5,1/21/20,NORMAL,RETURN,8,15,3,13,2
BLK SMOKE,Neutered,5,2/4/20,NORMAL,RETURN,8,1,2,13,2
BROWN,Spayed,4,2/6/20,NORMAL,STRAY,8,7,3,13,3
BLACK,Spayed,4,2/15/20,NORMAL,STRAY,8,0,3,13,3
WHITE,Spayed,4,3/28/20,NORMAL,STRAY,8,32,3,13,3
GRAY TABBY,Spayed,3,10/21/20,NORMAL,STRAY,8,16,3,13,3
GRAY TABBY,Neutered,3,10/21/20,NORMAL,STRAY,8,16,2,13,3
GRAY,Spayed,3,11/5/20,NORMAL,STRAY,8,15,3,13,3
