Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A866593,Belle,10/05/2022 04:19:00 PM,Oct 2022,04/24/2022,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby
A839646,Basil,12/21/2021 03:16:00 PM,Dec 2021,05/25/2021,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,White/Brown
A866133,*Muppet,10/30/2022 02:14:00 PM,Oct 2022,04/09/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Brown Tabby
A870349,,12/12/2022 04:29:00 PM,Dec 2022,12/05/2020,Adoption,,Cat,Spayed Female,2 years,Siamese,Lynx Point
A866264,Katara,11/18/2022 04:52:00 PM,Nov 2022,09/27/2017,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Shorthair,Black/White
A865602,*Sunset,09/23/2022 05:00:00 PM,Sep 2022,06/13/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A852389,*Peach,03/08/2022 01:10:00 PM,Mar 2022,04/06/2021,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair,Torbie
A860451,,09/27/2022 08:41:00 AM,Sep 2022,06/04/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A877093,*Clementine,05/20/2023 01:21:00 PM,May 2023,03/23/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Orange
A861366,*Steve Buscemi,08/27/2022 07:19:00 AM,Aug 2022,05/02/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,White/Orange Tabby
A872538,,01/21/2023 11:43:00 AM,Jan 2023,09/11/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/White
A878159,Belle,04/08/2023 01:51:00 PM,Apr 2023,10/07/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Black
A848576,A848576,12/28/2021 04:12:00 PM,Dec 2021,10/08/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Cream
A862545,*Rosie,08/10/2022 04:49:00 PM,Aug 2022,01/27/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A862936,Yuki,08/15/2022 08:02:00 PM,Aug 2022,04/02/2022,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair,Black/White
A869446,,11/29/2022 05:25:00 PM,Nov 2022,08/18/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black/White
A870054,Cocoa,12/03/2022 12:04:00 PM,Dec 2022,09/15/2022,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A863334,,08/22/2022 05:05:00 PM,Aug 2022,05/09/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A867063,Casper,10/24/2022 04:18:00 PM,Oct 2022,07/21/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black
A848206,Leo,12/21/2021 05:49:00 PM,Dec 2021,09/22/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A865515,Mochi,09/19/2022 12:00:00 AM,Sep 2022,12/12/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A865621,Mayalu,09/26/2022 04:40:00 PM,Sep 2022,09/13/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A879396,Josie,05/02/2023 06:24:00 PM,May 2023,07/25/2022,Adoption,,Cat,Spayed Female,9 months,Russian Blue,Blue
A867790,*Baby Ruth,12/10/2022 03:03:00 PM,Dec 2022,09/27/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A863212,*Opossum,10/14/2022 12:00:00 AM,Oct 2022,07/01/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Brown Tabby
A851055,*Cobbler,02/10/2022 04:24:00 PM,Feb 2022,02/05/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A881080,Tiger,06/09/2023 06:03:00 PM,Jun 2023,04/04/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A859134,*George,09/29/2022 04:29:00 PM,Sep 2022,04/27/2022,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A878020,Cleo,04/14/2023 05:25:00 PM,Apr 2023,04/08/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A866954,Tomi,11/30/2022 06:33:00 PM,Nov 2022,07/10/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A866396,Winston,10/24/2022 05:10:00 PM,Oct 2022,04/04/2022,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Blue Tabby
A874631,,04/17/2023 04:28:00 PM,Apr 2023,01/24/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A865363,Martin,11/05/2022 04:15:00 PM,Nov 2022,08/02/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Blue
A847715,Smokey,12/11/2021 12:26:00 PM,Dec 2021,12/07/2019,Adoption,,Cat,Neutered Male,2 years,Siamese,Chocolate Point
A861573,*Ebony,08/20/2022 12:11:00 PM,Aug 2022,06/15/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black Smoke/Black Tabby
A860887,A860887,07/12/2022 11:15:00 AM,Jul 2022,04/29/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A878420,*Pickles,05/31/2023 10:39:00 AM,May 2023,03/01/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A863024,Mister Man,04/07/2023 03:24:00 PM,Apr 2023,08/03/2017,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Blue/White
A862428,*Itsy,08/27/2022 03:39:00 PM,Aug 2022,06/19/2022,Adoption,Foster,Cat,Intact Female,2 months,Domestic Longhair Mix,Cream Tabby
A859840,Ruby,06/27/2022 04:04:00 PM,Jun 2022,03/20/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue
A833692,Sissy,01/06/2022 08:18:00 AM,Jan 2022,05/04/2016,Adoption,Foster,Cat,Spayed Female,5 years,Domestic Shorthair,Black/White
A836481,Muffin,02/05/2022 03:44:00 PM,Feb 2022,06/10/2018,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Calico
A858963,Percy,07/28/2022 01:59:00 PM,Jul 2022,03/25/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White
A860966,*Porthos,07/20/2022 04:24:00 PM,Jul 2022,04/20/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A873293,*Paprika,02/26/2023 06:43:00 PM,Feb 2023,01/23/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A879629,Sunnie,05/04/2023 05:11:00 PM,May 2023,04/28/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Gray/White
A847654,*Dee,02/16/2022 09:06:00 AM,Feb 2022,11/29/2021,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Blue Point
A861672,*Gumbo,08/27/2022 01:07:00 PM,Aug 2022,07/15/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Cream Tabby/White
A862927,*Norma Jean,08/10/2022 05:12:00 PM,Aug 2022,05/02/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A861933,A861933,08/08/2022 06:34:00 PM,Aug 2022,05/19/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A870102,,12/06/2022 04:44:00 PM,Dec 2022,09/30/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A866270,Nut,09/29/2022 07:13:00 PM,Sep 2022,07/17/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A860142,*A860142,08/13/2022 03:57:00 PM,Aug 2022,04/23/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A870890,Jewel,02/16/2023 01:13:00 PM,Feb 2023,10/14/2022,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A861864,A861864,07/25/2022 05:42:00 PM,Jul 2022,05/04/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A880662,Gustavo,06/08/2023 04:08:00 PM,Jun 2023,03/28/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black Smoke
A863913,*Jimothy,09/20/2022 12:58:00 PM,Sep 2022,08/17/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Longhair,Brown Tabby/White
A860971,*Sneakers,08/13/2022 04:20:00 PM,Aug 2022,05/02/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A872073,*Mandarin,01/08/2023 06:05:00 PM,Jan 2023,01/03/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A842311,Priscilla,03/30/2022 02:54:00 PM,Mar 2022,07/31/2021,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair,Black
A875918,A875918,03/09/2023 03:56:00 PM,Mar 2023,12/11/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
A865311,*Molly,11/29/2022 11:54:00 AM,Nov 2022,08/08/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby
A873776,A873776,02/06/2023 06:05:00 PM,Feb 2023,07/31/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Blue/White
A858019,*Jack Jack,06/09/2022 03:23:00 PM,Jun 2022,04/04/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby/White
A879006,*Fergie,06/05/2023 06:09:00 PM,Jun 2023,04/20/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A855952,*Luigi,05/13/2022 03:02:00 PM,May 2022,03/15/2022,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair,Blue
A872436,Juniper,01/10/2023 05:59:00 PM,Jan 2023,02/19/2022,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Brown Tabby
A862603,Athena,04/17/2023 07:33:00 AM,Apr 2023,06/07/2022,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Torbie/White
A857536,*Balor,07/23/2022 11:27:00 AM,Jul 2022,05/17/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A872897,,01/19/2023 04:47:00 PM,Jan 2023,10/17/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A879395,*Mona Lisa,05/10/2023 04:00:00 PM,May 2023,04/25/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A861809,*Matilda,09/10/2022 04:21:00 PM,Sep 2022,06/02/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Tortie
A858767,*Carrot,06/11/2022 01:35:00 PM,Jun 2022,06/03/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black
A873372,,01/30/2023 04:14:00 PM,Jan 2023,08/24/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Silver Tabby/White
A846029,Pebble,11/10/2021 04:37:00 PM,Nov 2021,08/24/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A854517,*Peach,05/10/2022 02:48:00 PM,May 2022,04/05/2021,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A857037,*Oreo,06/20/2022 01:03:00 PM,Jun 2022,04/11/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A876373,Sallymae,03/21/2023 04:48:00 PM,Mar 2023,07/13/2022,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Calico
A871369,,12/29/2022 11:31:00 AM,Dec 2022,06/22/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Tortie
A867075,*Corduroy,12/03/2022 04:14:00 PM,Dec 2022,08/30/2022,Adoption,Offsite,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A849355,,01/08/2022 12:44:00 PM,Jan 2022,10/06/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A877775,,04/04/2023 04:09:00 PM,Apr 2023,02/09/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Gray Tabby
A855010,Paste,06/19/2022 12:00:00 AM,Jun 2022,03/31/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A853675,Honey,03/28/2022 04:31:00 PM,Mar 2022,08/22/2021,Adoption,,Cat,Spayed Female,7 months,Domestic Longhair Mix,Blue Tabby
A877592,*Fancy Cheese,04/07/2023 12:19:00 PM,Apr 2023,03/29/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,White/Brown Tabby
A872997,*Marci,02/24/2023 04:27:00 PM,Feb 2023,01/19/2015,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair,Blue Tabby/White
A850623,*Thunderbolt,02/07/2022 05:14:00 PM,Feb 2022,01/28/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Black/White
A866855,,10/11/2022 04:07:00 PM,Oct 2022,07/07/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A870613,*Carrot,12/28/2022 05:40:00 PM,Dec 2022,11/02/2022,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby
A800430,Joey,02/26/2022 07:56:00 AM,Feb 2022,07/21/2014,Adoption,Foster,Cat,Neutered Male,7 years,Domestic Medium Hair,Black
A852390,*Apricot,03/08/2022 01:10:00 PM,Mar 2022,04/06/2021,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair,Torbie
A843955,Mama,02/22/2022 03:48:00 PM,Feb 2022,10/08/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A837868,Vega,07/13/2022 06:35:00 PM,Jul 2022,06/29/2007,Adoption,Foster,Cat,Spayed Female,15 years,Domestic Shorthair,Tortie
A875678,*Rutabaga,05/01/2023 05:05:00 PM,May 2023,01/18/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A857143,*Tarek,07/16/2022 09:05:00 AM,Jul 2022,03/30/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A877014,*Baxter,03/28/2023 05:36:00 PM,Mar 2023,03/22/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby/White
A846030,*Sweetums,11/27/2021 04:36:00 PM,Nov 2021,11/08/2013,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair,Black/White
A879335,*Popcorn,05/30/2023 06:17:00 PM,May 2023,03/28/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A845248,*Fernanda,01/04/2022 10:03:00 AM,Jan 2022,10/11/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Tortie
A880707,A880707,05/22/2023 05:20:00 PM,May 2023,05/13/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Longhair,Brown Tabby
A873237,*Caramel,03/09/2023 06:42:00 PM,Mar 2023,01/22/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby
A846343,,11/16/2021 04:50:00 PM,Nov 2021,09/23/2021,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Cream
A847483,*Greta,01/22/2022 06:31:00 PM,Jan 2022,08/18/2021,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby
A867060,*Dj,11/26/2022 01:15:00 PM,Nov 2022,02/11/2022,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Brown Tabby/White
A850114,*Mama,01/31/2022 05:32:00 PM,Jan 2022,01/18/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Blue
A870154,*Dahlia,03/06/2023 04:34:00 PM,Mar 2023,12/01/2021,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A869920,A869920,12/23/2022 04:15:00 PM,Dec 2022,06/13/2022,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Black
A868813,A868813,01/06/2023 05:27:00 PM,Jan 2023,09/18/2022,Adoption,Foster,Cat,Neutered Male,3 months,Siamese,Lynx Point
A871251,A871251,12/29/2022 05:16:00 PM,Dec 2022,07/21/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby
A879638,*Milo,05/03/2023 10:41:00 AM,May 2023,03/10/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Seal Point
A844549,Milo,11/16/2021 03:01:00 PM,Nov 2021,09/08/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby/White
A818064,Stavros,07/14/2020 11:10:00 AM,Jul 2020,05/06/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A843584,*Violet,11/14/2021 06:18:00 PM,Nov 2021,10/04/2018,Adoption,,Cat,Spayed Female,3 years,Domestic Longhair,Black
A851402,Snow,02/23/2022 01:06:00 PM,Feb 2022,10/11/2020,Adoption,,Cat,Neutered Male,1 year,Siamese,Lynx Point
A847440,*Ivarr,02/01/2022 04:28:00 PM,Feb 2022,09/02/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby/White
A869322,*Vince,12/01/2022 06:35:00 PM,Dec 2022,09/01/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A863716,A863716,08/19/2022 05:23:00 PM,Aug 2022,06/04/2022,Adoption,,Cat,Spayed Female,2 months,Siamese,Seal Point
A856909,*Oatmeal Raisin,05/23/2022 03:05:00 PM,May 2022,02/22/2022,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Gray
A847502,*Spruce,01/21/2022 07:57:00 AM,Jan 2022,10/24/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A861554,,07/27/2022 04:55:00 PM,Jul 2022,04/14/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue
A869459,*Filbert,12/01/2022 04:52:00 PM,Dec 2022,08/03/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A879095,Rizzo,05/17/2023 06:03:00 PM,May 2023,04/21/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A874793,*Corduroy,03/12/2023 05:22:00 PM,Mar 2023,01/03/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A867284,*Glen Ray,10/19/2022 04:36:00 PM,Oct 2022,08/03/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A847284,A847284,12/06/2021 06:09:00 PM,Dec 2021,04/29/2021,Adoption,,Cat,Spayed Female,7 months,Siamese Mix,Tortie Point
A879641,,05/03/2023 04:06:00 PM,May 2023,03/10/2023,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Gray Tabby
A845324,,11/15/2021 06:08:00 PM,Nov 2021,09/04/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A851280,Gemma,02/14/2022 03:06:00 PM,Feb 2022,06/09/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,White/Black
A858968,Newt,06/13/2022 06:48:00 PM,Jun 2022,03/25/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Cream Tabby
A844228,,01/25/2022 02:06:00 PM,Jan 2022,10/05/2021,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A855743,*Giancarlo,04/26/2022 04:18:00 PM,Apr 2022,04/22/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A860726,*Ash,08/10/2022 05:25:00 PM,Aug 2022,06/02/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black
A845537,*Chicken,11/13/2021 04:54:00 PM,Nov 2021,08/01/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A863800,*Ziti,09/09/2022 04:20:00 PM,Sep 2022,07/10/2022,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby
A877769,Kane,04/04/2023 04:19:00 PM,Apr 2023,02/05/2023,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Brown Tabby/White
A876428,Lana,03/21/2023 04:05:00 PM,Mar 2023,03/14/2022,Adoption,,Cat,Spayed Female,1 year,Siamese Mix,Flame Point
A884071,*Chesnut,08/25/2023 03:51:00 PM,Aug 2023,05/11/2023,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A886416,*Archibald,08/25/2023 04:22:00 PM,Aug 2023,06/05/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A856120,*Rose,06/07/2022 02:00:00 PM,Jun 2022,03/28/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A874554,Sushi,02/21/2023 05:34:00 PM,Feb 2023,02/14/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue
A871335,,12/23/2022 03:39:00 PM,Dec 2022,10/12/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A860352,*Graeby,08/13/2022 07:01:00 PM,Aug 2022,06/12/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A868440,*Amelia,12/04/2022 12:45:00 PM,Dec 2022,11/03/2020,Adoption,,Cat,Intact Female,2 years,Domestic Medium Hair,Tortie
A880161,,05/09/2023 06:37:00 PM,May 2023,03/05/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A861072,,07/15/2022 05:50:00 PM,Jul 2022,07/07/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby
A862548,Jp (Janky Paw),09/30/2022 07:09:00 AM,Sep 2022,07/27/2020,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Medium Hair,Black
A854484,A854484,05/26/2022 05:05:00 PM,May 2022,03/20/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A870639,*Cream Puff,01/23/2023 02:54:00 PM,Jan 2023,11/09/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Cream
A872061,,01/10/2023 06:53:00 PM,Jan 2023,09/03/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Silver Tabby/White
A875954,*Bernie,04/01/2023 04:36:00 PM,Apr 2023,03/07/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White
A843171,Kiki,01/08/2022 02:44:00 PM,Jan 2022,09/21/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A854708,*London,08/24/2022 01:26:00 PM,Aug 2022,03/07/2022,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby
A879904,*Puff,05/28/2023 05:17:00 PM,May 2023,03/26/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair,Blue
A870257,Fire,12/07/2022 06:45:00 PM,Dec 2022,12/03/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A862622,*Sorin,08/10/2022 05:00:00 PM,Aug 2022,03/28/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black
A870948,,12/19/2022 03:51:00 PM,Dec 2022,10/03/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A870477,Gizmo,12/30/2022 04:58:00 PM,Dec 2022,11/01/2022,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby/White
A873375,,01/30/2023 05:20:00 PM,Jan 2023,08/24/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby/White
A845358,Cody,01/08/2022 12:57:00 PM,Jan 2022,10/28/2016,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby
A856441,*Tinker Bell,06/25/2022 12:05:00 PM,Jun 2022,03/01/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie
A861305,,08/27/2022 03:51:00 PM,Aug 2022,05/14/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Cream
A845258,*Beth,12/05/2021 12:42:00 PM,Dec 2021,09/27/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A861315,,07/20/2022 05:20:00 PM,Jul 2022,04/20/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A865260,*Hearsay,10/18/2022 03:30:00 PM,Oct 2022,08/01/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue/White
A846329,*Femke,11/18/2021 05:41:00 PM,Nov 2021,09/29/2021,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Black
A857468,Simbue,06/10/2022 06:48:00 PM,Jun 2022,03/05/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A857624,Goose,05/23/2022 04:38:00 PM,May 2022,03/26/2022,Adoption,,Cat,Neutered Male,1 month,Domestic Longhair Mix,Brown Tabby
A849896,Lulu,02/05/2022 11:56:00 AM,Feb 2022,01/14/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A864498,,09/06/2022 05:46:00 PM,Sep 2022,05/26/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A842018,*Fettuccine,11/23/2021 03:46:00 PM,Nov 2021,08/02/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A856595,*Feta,09/07/2022 01:04:00 PM,Sep 2022,04/01/2022,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie
A858583,Finn,07/13/2022 06:21:00 PM,Jul 2022,04/29/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A847862,*Flora,12/29/2021 03:10:00 PM,Dec 2021,06/10/2021,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Calico/White
A876495,*Oscar,04/18/2023 04:44:00 PM,Apr 2023,02/20/2023,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Blue
A859884,*Percival,06/27/2022 05:34:00 PM,Jun 2022,03/29/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A846156,A846156,11/18/2021 04:39:00 PM,Nov 2021,07/10/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby/White
