Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*EVA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/01/2016,K16-019101,LOBBY,A337820,06/01/2016,07/23/2016,52,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*BOODLES,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,04/18/2019,K19-032168,LOBBY,A386849,05/10/2019,06/22/2019,43,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,,95010,"95010(36.97617, -121.958715)",1
CALVIN,CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,06/07/2017,K17-026595,LOBBY,A365360,12/07/2017,12/22/2017,15,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
DAISY,CAT,DOMESTIC SH,CALICO/SLVR TABBY,Spayed,SMALL,04/04/2010,K16-017784,CS05,A248950,02/13/2016,03/25/2016,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
TOBY GOLIYATH,CAT,DOMESTIC MH,ORANGE,Neutered,SMALL,10/23/2015,K15-017222,LOBBY,A331310,12/23/2015,12/31/2015,8,STRAY,FIELD,ADOPTION,FINDER,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*MCCOY,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,04/04/2019,K19-032566,LOBBY,A388193,06/11/2019,06/25/2019,14,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-F,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
HANK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/01/2014,K14-010112,LOBBY,A309739,08/05/2014,09/04/2014,30,TRANSFER,VET_HOSP,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*MALLORY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,05/12/2016,K18-027875,WESTFARM,A370927,04/17/2018,05/21/2018,34,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
ROSE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,01/25/2014,K21-039140,CA02,A406015,07/25/2021,08/21/2021,27,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95439,"95439(38.4901851, -122.7701347)",1
SASHA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,02/21/2011,K15-012869,LOBBY,A316985,02/21/2015,04/25/2015,63,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*DANNY,CAT,DOMESTIC SH,BRN TABBY/BLACK,Neutered,KITTN,04/19/2021,K21-039093,LOBBY,A405194,07/20/2021,09/10/2021,52,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94960,"94960(37.9766887, -122.5617065)",1
*MOONSTONE,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,04/30/2023,K23-044838,LOBBY,A417807,05/25/2023,07/26/2023,62,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)",1
HECTOR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,08/24/2017,K17-024991,LOBBY,A357599,08/24/2017,11/04/2017,72,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94515,"94515(38.5818482, -122.5799026)",1
*MEOWY,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,05/01/2017,K17-024389,MOBILE,A355500,07/13/2017,08/05/2017,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*WYNONA,CAT,SIAMESE,BLUE PT,Spayed,KITTN,09/01/2016,K16-021295,LOBBY,A344401,10/25/2016,11/04/2016,10,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
SPIDY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/14/2016,K16-019288,CA03,A338457,06/14/2016,07/01/2016,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,*WINDSOR,*PETALUMA,94954,"94954(38.263265, -122.641035)",1
*STEVEN,CAT,DOMESTIC SH,BLK SMOKE,Neutered,KITTN,04/03/2014,K14-009636,WESTFARM,A308746,07/03/2014,07/14/2014,11,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
JASMINE,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,05/27/2016,K16-020586,LOBBY,A341881,09/02/2016,10/07/2016,35,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
*RANGER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/26/2016,K16-020796,WESTFARM,A342445,09/17/2016,10/01/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.47872000000007, -122.890155)",1
LOTUS,CAT,SIAMESE/MIX,LYNX PT,Neutered,SMALL,08/31/2010,K17-024778,FOSTER,A356655,08/09/2017,09/02/2017,24,STRAY,FIELD,ADOPTION,VOLUNTEER,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*GOMER,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,09/08/2020,K21-037651,WESTFARM,A402018,01/08/2021,01/20/2021,12,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95757,"95757(38.3980607, -121.4146242)",1
TIGER EYES,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/27/2014,K14-010763,LOBBY,A311514,09/11/2014,11/26/2014,76,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*ROSE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,08/01/2018,K18-029838,LOBBY,A375958,09/11/2018,10/13/2018,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
SOX,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,09/10/2016,K16-021380,CS04,A344649,10/28/2016,11/15/2016,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*TOFU,CAT,SNOWSHOE/SIAMESE,LYNX PT/WHITE,Spayed,KITTN,01/13/2023,K23-044191,LOBBY,A416381,03/25/2023,04/14/2023,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.237, -122.640695)",1
*KARI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,06/05/2017,K17-024734,LOBBY,A356562,08/05/2017,08/19/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*JAN,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,03/07/2020,K20-037003,WESTFARM,A400849,10/07/2020,11/23/2020,47,STRAY,FIELD,ADOPTION,WESTFARM,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1
MILO,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,07/22/2022,K22-043402,LOBBY,A414514,12/22/2022,01/06/2023,15,STRAY,OVER THE COUNTER,ADOPTION,,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*BINX,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,08/12/2019,K19-034942,LOBBY,A395240,12/27/2019,01/10/2020,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
RODGER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/21/2015,K15-015542,LOBBY,A326218,08/21/2015,09/08/2015,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*ROHNERT PARK,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1
CALLI,CAT,DOMESTIC MH,CALICO,Spayed,SMALL,08/28/2008,K18-029639,CA02,A375628,08/28/2018,09/19/2018,22,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,95461,"95461(38.75242, -122.619865)",1
*ANDY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,09/06/2020,K20-037580,WESTFARM,A401875,12/26/2020,01/13/2021,18,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.47872000000007, -122.890155)",1
BEAR,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,07/04/2017,K17-024922,MOBILE,A357199,08/18/2017,09/17/2017,30,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94964,"94964(37.9414441, -122.4838598)",1
GARY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,09/15/2016,K16-021321,WESTFARM,A344463,10/26/2016,12/06/2016,41,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
PANTHER,CAT,DOMESTIC LH,BLACK,Spayed,SMALL,07/13/2009,K15-017209,CS05,A331289,12/22/2015,01/23/2016,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
*EVELYN,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,07/04/2017,K17-024747,LOBBY,A356601,08/08/2017,09/26/2017,49,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
PRECIOUS,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,03/08/2014,K14-009712,49ERPET,A308854,07/08/2014,07/08/2014,0,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1
HUNTER,CAT,DOMESTIC SH,WHITE,Spayed,SMALL,11/15/2009,K19-034581,CA02,A393765,11/15/2019,01/04/2020,50,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*BRAD,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,09/03/2017,K17-026171,LOBBY,A363850,11/03/2017,11/21/2017,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*DARCY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,05/02/2010,K15-013770,CS04,A321230,05/02/2015,07/22/2015,81,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*LOUIE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,01/21/2009,K14-007331,CS04,A301456,01/11/2014,05/21/2014,130,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,OUT OF COUNTY,95482,"95482(39.14502, -123.21137)",1
MAY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,01/25/2014,K21-039139,CA02,A406014,07/25/2021,08/21/2021,27,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95439,"95439(38.4901851, -122.7701347)",1
CHURCH,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,12/01/2009,K17-024686,CI02,A246571,08/03/2017,08/23/2017,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
*SONJA,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,10/01/2014,K14-011921,LOBBY,A314493,12/02/2014,12/17/2014,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*JACK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,07/04/2018,K18-029725,LOBBY,A375788,09/04/2018,09/21/2018,17,STRAY,COMM CAT,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95403,"95403(38.47164440000006, -122.7398255)",1
*MARCUS,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,03/12/2017,K17-024832,LOBBY,A356743,08/12/2017,08/22/2017,10,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1
*ERIC,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,04/19/2014,K14-010376,WESTFARM,A310350,08/19/2014,09/25/2014,37,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
TIGER,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,09/07/2010,K18-027548,CA02,A267941,03/14/2018,03/31/2018,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
SASSY,CAT,SNOWSHOE,SEAL PT/WHITE,Spayed,SMALL,03/06/2004,K14-007976,CS04,A303667,03/06/2014,03/11/2014,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1
TOMMY,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,06/18/2014,K14-010660,LOBBY,A310357,09/06/2014,09/06/2014,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*STEVE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/17/2018,K18-030283,LOBBY,A377979,10/17/2018,11/03/2018,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
BOB,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,05/03/2018,K23-044569,CA02,A417241,05/03/2023,06/20/2023,48,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*SANDY,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,KITTN,08/20/2020,K21-038577,WESTFARM,A404925,05/20/2021,06/16/2021,27,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,95453,"95453(39.046095, -122.91967)",1
*OSCAR,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,02/14/2016,K16-018466,LOBBY,A335541,04/14/2016,04/20/2016,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*BARBARA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,11/17/2019,K20-037366,CA02,A401441,11/17/2020,01/30/2021,74,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.993485)",1
*NICK,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/17/2016,K16-021139,CS04,A343438,10/12/2016,10/29/2016,17,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*CYNTHIA,CAT,SIAMESE/MIX,SEAL PT,Spayed,SMALL,05/30/2016,K18-028078,LOBBY,A372072,05/01/2018,05/31/2018,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
STELLA,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,06/03/2006,K14-010283,CS05,A264021,08/14/2014,08/27/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
BISMARK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,07/17/2016,K16-021938,LOBBY,A346411,12/17/2016,01/10/2017,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
*KYLE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,03/21/2017,K17-024027,LOBBY,A354174,06/21/2017,07/11/2017,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1
BARNEY,CAT,DOMESTIC SH,BUFF/ORG TABBY,Neutered,SMALL,03/04/2010,K14-007950,CS04,A303608,03/04/2014,03/07/2014,3,TRANSFER,PRIV_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1
*DAVID,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,08/09/2020,K20-036849,WESTFARM,A400625,09/28/2020,10/28/2020,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
ELSA,CAT,DOMESTIC SH,CALICO/BRN TABBY,Spayed,KITTN,05/02/2014,K14-011080,CA02,A312396,10/02/2014,10/03/2014,1,TRANSFER,MUN_SHELT,ADOPTION,INTERNET,HEALTHY,HEALTHY,OUT OF COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*FIGGY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,09/12/2017,K17-026826,TX,A366477,12/28/2017,02/01/2018,35,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1
*RUDY,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,01/02/2019,K19-034388,CA02,A393456,11/02/2019,12/18/2019,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
JAZY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,07/04/2017,K17-024921,LOBBY,A357198,08/18/2017,09/21/2017,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*CASPER,CAT,DOMESTIC LH,GRAY TABBY,Neutered,KITTN,08/26/2018,K18-030405,CA02,A378553,10/26/2018,11/13/2018,18,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*BETH,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,04/27/2023,K23-044859,WESTFARM,A417861,05/27/2023,07/21/2023,55,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1
*CLOWN,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,09/21/2022,K22-042585,LOBBY,A413341,09/13/2022,12/17/2022,95,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1
*FIFI,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,08/03/2018,K18-030102,CA02,A377208,10/03/2018,11/15/2018,43,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
PIXIE,CAT,DOMESTIC SH,WHITE/GRAY,Spayed,KITTN,07/02/2016,K16-020289,TX,A340825,08/13/2016,08/27/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1
ALLEY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,04/06/2014,K14-011643,LOBBY,A313515,11/06/2014,11/29/2014,23,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
SAMANTHA,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,SMALL,04/24/2017,K18-027961,CA02,A371143,04/24/2018,05/01/2018,7,STRAY,COMM CAT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)",1
*PHILLIP,CAT,DOMESTIC SH/MIX,BLK SMOKE/WHITE,Neutered,KITTN,05/01/2016,K16-020241,CA02,A340730,08/11/2016,02/16/2017,189,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,*WINDSOR,*PETALUMA,94954,"94954(38.263265, -122.641035)",1
*ROCKY,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,12/14/2016,K18-030737,CA02,A381230,11/28/2018,12/27/2018,29,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
REN,CAT,SIAMESE,SEAL PT,Neutered,SMALL,10/20/2018,K19-033224,CA02,A390204,08/06/2019,08/24/2019,18,STRAY,VET_HOSP,ADOPTION,REFERRAL-F,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1
*STEVE,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,04/30/2016,K16-020406,LOBBY,A341271,08/20/2016,10/07/2016,48,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.503755, -122.993485)",1
*MICKEY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/28/2007,K15-013717,CS04,A321122,04/28/2015,05/22/2015,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
DANNY,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,TOY,03/27/2014,K14-009132,CA03,A307605,06/04/2014,08/29/2014,86,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1
*SLY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,04/20/2015,K15-015511,WESTFARM,A326173,08/20/2015,09/05/2015,16,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1
*BONNIE,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,12/17/2018,K19-034055,CA02,A392125,10/08/2019,10/22/2019,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
MAUI,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,05/08/2016,K16-021099,CS04,A343330,10/08/2016,10/22/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1
*GIMLI,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,05/02/2016,K16-018876,LOBBY,A337119,05/17/2016,08/16/2016,91,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1
*GINNY,CAT,SIAMESE,LILAC PT,Spayed,SMALL,02/11/2015,K16-020233,CS05,A340721,08/11/2016,08/27/2016,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
*WILLEM,CAT,SIAMESE,BLUE PT,Neutered,SMALL,02/04/2007,K15-012677,CS05,A316444,02/03/2015,02/21/2015,18,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1
